estimate_id,work_id,prepared_date,technical_sanction_date,estimated_amount,contingency_pct,schedule_of_rates_year,technical_authority,synthetic_demo_data
EST-DEMO-001389,MPLAD-WRK-001389,2024-09-16,2024-11-05,341305.72,2.8,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-001390,MPLAD-WRK-001390,2022-09-06,2022-09-22,1641217.97,3.3,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-001391,MPLAD-WRK-001391,2022-11-19,2022-12-26,510353.13,4.5,2023,Superintending Engineer (Thane Demo),True
EST-DEMO-001392,MPLAD-WRK-001392,2024-05-30,2024-07-07,1097293.08,3.6,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-001393,MPLAD-WRK-001393,2023-07-13,2023-09-04,1593462.2,4.2,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-001394,MPLAD-WRK-001394,2023-01-20,2023-02-20,598704.69,2.1,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-001395,MPLAD-WRK-001395,2023-01-12,2023-03-11,2632674.07,4.9,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-001396,MPLAD-WRK-001396,2024-10-12,2024-11-27,1144546.33,4.6,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-001397,MPLAD-WRK-001397,2023-03-23,2023-04-11,1920848.63,2.4,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-001398,MPLAD-WRK-001398,2024-11-16,2024-12-21,2523238.76,2.4,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-001399,MPLAD-WRK-001399,2022-06-03,2022-07-19,2251267.55,2.9,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-001400,MPLAD-WRK-001400,2022-11-26,2023-01-16,192773.65,2.5,2023,Superintending Engineer (Darjeeling Demo),True
EST-DEMO-001401,MPLAD-WRK-001401,2023-04-07,2023-05-08,1352478.71,2.2,2023,Superintending Engineer (Agra Demo),True
EST-DEMO-001402,MPLAD-WRK-001402,2022-08-03,2022-10-01,866925.05,4.8,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-001403,MPLAD-WRK-001403,2023-09-03,2023-10-14,1293892.61,3.3,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-001404,MPLAD-WRK-001404,2023-06-03,2023-07-03,3226257.75,3.3,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-001405,MPLAD-WRK-001405,2023-06-09,2023-07-01,536220.74,3.9,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-001406,MPLAD-WRK-001406,2024-08-12,2024-09-19,853110.14,2.1,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-001407,MPLAD-WRK-001407,2024-01-19,2024-02-17,1030475.6,4.1,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-001408,MPLAD-WRK-001408,2023-08-17,2023-09-17,1586889.09,2.7,2023,Superintending Engineer (Dharwad Demo),True
EST-DEMO-001409,MPLAD-WRK-001409,2023-03-24,2023-04-11,1566835.61,3.5,2023,Superintending Engineer (Kozhikode Demo),True
EST-DEMO-001410,MPLAD-WRK-001410,2024-11-10,2024-12-26,1235489.89,4.8,2023,Superintending Engineer (Lucknow Demo),True
EST-DEMO-001411,MPLAD-WRK-001411,2022-08-23,2022-09-15,543365.75,4.0,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-001412,MPLAD-WRK-001412,2023-04-29,2023-06-24,419523.4,2.8,2023,Superintending Engineer (Belagavi Demo),True
EST-DEMO-001413,MPLAD-WRK-001413,2024-04-23,2024-05-24,754128.26,3.9,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-001414,MPLAD-WRK-001414,2022-08-19,2022-10-17,583723.87,2.2,2023,Superintending Engineer (Belagavi Demo),True
EST-DEMO-001415,MPLAD-WRK-001415,2024-05-17,2024-06-11,658254.5,3.3,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-001416,MPLAD-WRK-001416,2022-10-02,2022-11-16,750874.19,4.7,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-001417,MPLAD-WRK-001417,2024-02-26,2024-04-04,1892356.48,2.6,2023,Superintending Engineer (Kanpur Nagar Demo),True
EST-DEMO-001418,MPLAD-WRK-001418,2024-09-08,2024-11-01,635187.32,2.4,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-001419,MPLAD-WRK-001419,2023-05-24,2023-06-17,1483902.4,4.7,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-001420,MPLAD-WRK-001420,2024-08-25,2024-10-02,1766712.47,2.4,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-001421,MPLAD-WRK-001421,2023-01-31,2023-03-02,1306057.85,4.1,2023,Superintending Engineer (Ahmedabad Demo),True
EST-DEMO-001422,MPLAD-WRK-001422,2022-10-16,2022-11-25,1316756.73,4.1,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-001423,MPLAD-WRK-001423,2023-12-31,2024-01-28,1014415.21,3.0,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-001424,MPLAD-WRK-001424,2024-03-10,2024-05-09,1741128.1,5.0,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-001425,MPLAD-WRK-001425,2023-10-13,2023-11-06,1166895.65,3.8,2023,Superintending Engineer (Pune Demo),True
EST-DEMO-001426,MPLAD-WRK-001426,2023-07-20,2023-08-15,1749652.5,3.5,2023,Superintending Engineer (Lucknow Demo),True
EST-DEMO-001427,MPLAD-WRK-001427,2024-05-24,2024-06-10,882071.71,5.0,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-001428,MPLAD-WRK-001428,2023-05-23,2023-06-24,995602.41,4.0,2023,Superintending Engineer (Hyderabad Demo),True
EST-DEMO-001429,MPLAD-WRK-001429,2024-01-24,2024-03-10,872170.15,3.9,2023,Superintending Engineer (Gaya Demo),True
EST-DEMO-001430,MPLAD-WRK-001430,2022-11-24,2022-12-16,567594.63,3.9,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-001431,MPLAD-WRK-001431,2022-09-28,2022-10-26,907440.48,2.0,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-001432,MPLAD-WRK-001432,2022-08-12,2022-09-24,1952997.68,4.7,2023,Superintending Engineer (Purba Medinipur Demo),True
EST-DEMO-001433,MPLAD-WRK-001433,2022-06-08,2022-06-23,2283356.72,2.6,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-001434,MPLAD-WRK-001434,2024-01-28,2024-03-21,1565134.08,3.6,2023,Superintending Engineer (Aurangabad Demo),True
EST-DEMO-001435,MPLAD-WRK-001435,2023-03-20,2023-04-24,2390959.53,3.1,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-001436,MPLAD-WRK-001436,2022-05-14,2022-06-19,830028.96,2.7,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-001437,MPLAD-WRK-001437,2022-07-29,2022-09-12,1694132.87,5.0,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-001438,MPLAD-WRK-001438,2023-05-20,2023-07-15,2307736.61,4.8,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-001439,MPLAD-WRK-001439,2024-05-02,2024-05-31,291342.33,4.5,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-001440,MPLAD-WRK-001440,2022-04-07,2022-04-28,1413425.32,4.5,2023,Superintending Engineer (Belagavi Demo),True
EST-DEMO-001441,MPLAD-WRK-001441,2024-05-11,2024-06-04,1836948.51,4.9,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-001442,MPLAD-WRK-001442,2023-06-19,2023-08-15,429010.0,3.0,2023,Superintending Engineer (Agra Demo),True
EST-DEMO-001443,MPLAD-WRK-001443,2024-06-01,2024-07-12,2822995.5,2.4,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-001444,MPLAD-WRK-001444,2023-07-29,2023-08-29,1253311.33,4.4,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-001445,MPLAD-WRK-001445,2022-10-08,2022-11-08,1416000.46,3.3,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-001446,MPLAD-WRK-001446,2024-10-30,2024-12-19,972273.99,4.8,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-001447,MPLAD-WRK-001447,2024-04-13,2024-04-30,633931.97,4.3,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-001448,MPLAD-WRK-001448,2022-04-07,2022-04-27,2017946.84,2.2,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-001449,MPLAD-WRK-001449,2024-12-10,2025-01-25,3148946.01,4.5,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-001450,MPLAD-WRK-001450,2023-06-29,2023-07-30,2203391.26,4.7,2023,Superintending Engineer (Salem Demo),True
EST-DEMO-001451,MPLAD-WRK-001451,2022-07-20,2022-09-02,2699602.9,3.6,2023,Superintending Engineer (Pune Demo),True
EST-DEMO-001452,MPLAD-WRK-001452,2022-05-30,2022-06-16,421590.31,4.2,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-001453,MPLAD-WRK-001453,2024-12-25,2025-02-14,3731152.69,2.1,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-001454,MPLAD-WRK-001454,2025-01-21,2025-02-24,702734.14,3.4,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-001455,MPLAD-WRK-001455,2024-03-04,2024-04-14,744450.13,3.1,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-001456,MPLAD-WRK-001456,2022-07-19,2022-08-08,1168515.44,4.1,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-001457,MPLAD-WRK-001457,2023-03-20,2023-04-20,822330.22,3.6,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-001458,MPLAD-WRK-001458,2024-09-13,2024-09-29,1031841.16,3.1,2023,Superintending Engineer (Cuttack Demo),True
EST-DEMO-001459,MPLAD-WRK-001459,2024-10-24,2024-12-16,1630508.86,4.3,2023,Superintending Engineer (Hyderabad Demo),True
EST-DEMO-001460,MPLAD-WRK-001460,2022-10-29,,4465112.02,4.3,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-001461,MPLAD-WRK-001461,2024-06-11,2024-06-29,1176019.62,4.1,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-001462,MPLAD-WRK-001462,2024-04-01,2024-05-05,3564821.39,2.5,2023,Superintending Engineer (Lucknow Demo),True
EST-DEMO-001463,MPLAD-WRK-001463,2024-01-10,2024-02-23,3612029.3,4.8,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-001464,MPLAD-WRK-001464,2022-11-24,2023-01-06,1470048.44,3.0,2023,Superintending Engineer (Bhopal Demo),True
EST-DEMO-001465,MPLAD-WRK-001465,2023-01-03,2023-02-01,1047041.48,4.4,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-001466,MPLAD-WRK-001466,2023-03-30,2023-05-25,1443818.25,3.9,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-001467,MPLAD-WRK-001467,2024-10-27,2024-11-25,489828.12,4.2,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-001468,MPLAD-WRK-001468,2024-08-03,2024-09-16,3882749.84,4.8,2023,Superintending Engineer (Kanpur Nagar Demo),True
EST-DEMO-001469,MPLAD-WRK-001469,2022-04-05,2022-05-24,1120483.34,4.5,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-001470,MPLAD-WRK-001470,2025-01-07,2025-03-08,1905614.26,3.2,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-001471,MPLAD-WRK-001471,2022-09-05,2022-10-01,1426477.94,2.5,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-001472,MPLAD-WRK-001472,2023-08-16,2023-09-11,1182926.11,4.4,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-001473,MPLAD-WRK-001473,2024-08-21,2024-09-27,1877285.19,3.0,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-001474,MPLAD-WRK-001474,2022-04-25,2022-05-25,843274.08,3.9,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-001475,MPLAD-WRK-001475,2024-04-11,2024-05-20,3041114.88,4.9,2023,Superintending Engineer (Ahmedabad Demo),True
EST-DEMO-001476,MPLAD-WRK-001476,2023-07-24,2023-08-30,2800939.16,3.6,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-001477,MPLAD-WRK-001477,2024-06-22,2024-07-13,2596249.83,3.0,2023,Superintending Engineer (Varanasi Demo),True
EST-DEMO-001478,MPLAD-WRK-001478,2023-04-26,2023-05-30,1011493.22,2.2,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-001479,MPLAD-WRK-001479,2024-02-15,2024-03-22,588300.68,2.9,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-001480,MPLAD-WRK-001480,2022-10-02,2022-11-15,621647.9,3.5,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-001481,MPLAD-WRK-001481,2023-04-24,2023-05-22,2163104.4,2.1,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-001482,MPLAD-WRK-001482,2022-11-26,2023-01-11,630141.58,4.0,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-001483,MPLAD-WRK-001483,2024-10-16,2024-12-13,1225829.11,4.8,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-001484,MPLAD-WRK-001484,2023-05-25,2023-07-11,5554157.83,4.9,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-001485,MPLAD-WRK-001485,2024-01-20,2024-02-21,2009003.53,3.9,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-001486,MPLAD-WRK-001486,2024-04-11,2024-05-17,383985.75,3.3,2023,Superintending Engineer (Dharwad Demo),True
EST-DEMO-001487,MPLAD-WRK-001487,2022-12-04,2023-02-01,2264265.97,4.4,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-001488,MPLAD-WRK-001488,2024-09-07,2024-10-10,2334120.38,4.1,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-001489,MPLAD-WRK-001489,2023-08-16,2023-10-03,2633145.14,4.2,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-001490,MPLAD-WRK-001490,2022-12-16,2023-02-05,2371847.9,4.1,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-001491,MPLAD-WRK-001491,2024-10-21,2024-11-05,2904843.35,2.6,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-001492,MPLAD-WRK-001492,2024-04-18,2024-06-11,630724.2,4.5,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-001493,MPLAD-WRK-001493,2022-11-10,2022-12-30,1243730.46,2.7,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-001494,MPLAD-WRK-001494,2024-09-19,2024-11-07,2858932.82,3.5,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-001495,MPLAD-WRK-001495,2022-06-18,2022-07-28,1331386.87,2.9,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-001496,MPLAD-WRK-001496,2023-05-02,2023-05-27,4713167.66,4.9,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-001497,MPLAD-WRK-001497,2024-12-02,2024-12-17,778208.17,4.7,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-001498,MPLAD-WRK-001498,2022-12-13,2023-01-03,6248899.38,4.2,2023,Superintending Engineer (Gaya Demo),True
EST-DEMO-001499,MPLAD-WRK-001499,2023-08-13,2023-09-16,4702081.45,3.8,2023,Superintending Engineer (Jaipur Demo),True
EST-DEMO-001500,MPLAD-WRK-001500,2023-08-22,2023-09-22,1003142.62,3.3,2023,Superintending Engineer (Kanpur Nagar Demo),True
EST-DEMO-001501,MPLAD-WRK-001501,2024-10-03,2024-11-13,1062137.24,2.3,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-001502,MPLAD-WRK-001502,2023-09-22,2023-11-04,808070.81,4.5,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-001503,MPLAD-WRK-001503,2023-12-04,2024-02-02,1456068.52,4.7,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-001504,MPLAD-WRK-001504,2023-04-03,2023-05-04,2002671.7,4.2,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-001505,MPLAD-WRK-001505,2023-10-07,2023-10-31,1755931.08,3.5,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-001506,MPLAD-WRK-001506,2023-10-31,2023-11-19,1718467.98,3.2,2023,Superintending Engineer (Hyderabad Demo),True
EST-DEMO-001507,MPLAD-WRK-001507,2024-03-22,2024-05-01,322811.39,3.4,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-001508,MPLAD-WRK-001508,2023-07-09,2023-09-03,1855150.41,4.2,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-001509,MPLAD-WRK-001509,2023-06-27,2023-08-25,1301496.31,4.0,2023,Superintending Engineer (Ahmedabad Demo),True
EST-DEMO-001510,MPLAD-WRK-001510,2023-06-20,2023-08-05,2271069.0,2.6,2023,Superintending Engineer (Nashik Demo),True
EST-DEMO-001511,MPLAD-WRK-001511,2022-05-10,2022-07-09,1672757.96,2.9,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-001512,MPLAD-WRK-001512,2023-06-05,2023-07-31,1302743.88,3.8,2023,Superintending Engineer (Ludhiana Demo),True
EST-DEMO-001513,MPLAD-WRK-001513,2025-01-14,2025-02-17,884570.62,2.4,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-001514,MPLAD-WRK-001514,2023-09-29,2023-11-21,930044.62,4.0,2023,Superintending Engineer (Belagavi Demo),True
EST-DEMO-001515,MPLAD-WRK-001515,2023-01-21,2023-02-27,1195027.11,4.7,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-001516,MPLAD-WRK-001516,2023-12-24,2024-01-12,1080699.55,3.4,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-001517,MPLAD-WRK-001517,2022-09-26,2022-11-10,1378695.55,4.7,2023,Superintending Engineer (Kota Demo),True
EST-DEMO-001518,MPLAD-WRK-001518,2023-11-27,2023-12-19,751026.53,3.4,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-001519,MPLAD-WRK-001519,2023-12-15,2024-02-05,916473.98,3.9,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-001520,MPLAD-WRK-001520,2023-08-29,2023-09-28,2806358.01,3.0,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-001521,MPLAD-WRK-001521,2025-02-01,2025-03-02,1968039.95,4.2,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-001522,MPLAD-WRK-001522,2024-02-14,2024-04-03,1758640.43,3.8,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-001523,MPLAD-WRK-001523,2024-04-21,2024-06-16,705914.74,3.9,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-001524,MPLAD-WRK-001524,2025-01-01,2025-02-07,572518.52,4.8,2023,Superintending Engineer (Coimbatore Demo),True
EST-DEMO-001525,MPLAD-WRK-001525,2022-05-30,2022-07-15,1057544.89,3.2,2023,Superintending Engineer (Ernakulam Demo),True
EST-DEMO-001526,MPLAD-WRK-001526,2022-07-13,2022-08-07,986763.87,4.4,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-001527,MPLAD-WRK-001527,2023-03-12,2023-04-16,1047335.34,2.4,2023,Superintending Engineer (Agra Demo),True
EST-DEMO-001528,MPLAD-WRK-001528,2023-08-29,2023-10-19,2735261.66,3.1,2023,Superintending Engineer (Udaipur Demo),True
EST-DEMO-001529,MPLAD-WRK-001529,2023-08-13,2023-08-31,1881826.04,2.1,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-001530,MPLAD-WRK-001530,2024-01-15,2024-03-01,2520371.73,2.7,2023,Superintending Engineer (Ahmedabad Demo),True
EST-DEMO-001531,MPLAD-WRK-001531,2024-07-26,2024-09-08,1504432.64,3.7,2023,Superintending Engineer (Krishna Demo),True
EST-DEMO-001532,MPLAD-WRK-001532,2023-01-07,2023-02-20,4933913.89,4.3,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-001533,MPLAD-WRK-001533,2023-05-24,2023-07-20,1026619.42,4.6,2023,Superintending Engineer (Kolkata Demo),True
EST-DEMO-001534,MPLAD-WRK-001534,2023-03-02,2023-04-23,457836.94,3.8,2023,Superintending Engineer (Pune Demo),True
EST-DEMO-001535,MPLAD-WRK-001535,2023-07-18,2023-09-03,1249486.74,3.5,2023,Superintending Engineer (Visakhapatnam Demo),True
EST-DEMO-001536,MPLAD-WRK-001536,2024-11-24,2025-01-22,4020261.93,2.7,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-001537,MPLAD-WRK-001537,2024-01-31,2024-02-24,2282890.25,2.7,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-001538,MPLAD-WRK-001538,2023-01-14,2023-01-30,1562868.51,4.2,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-001539,MPLAD-WRK-001539,2024-01-23,2024-02-08,1595170.44,4.2,2023,Superintending Engineer (Kamrup Metropolitan Demo),True
EST-DEMO-001540,MPLAD-WRK-001540,2022-07-30,2022-09-14,853192.16,2.1,2023,Superintending Engineer (Gwalior Demo),True
EST-DEMO-001541,MPLAD-WRK-001541,2023-05-02,2023-05-27,1763225.21,4.8,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-001542,MPLAD-WRK-001542,2022-09-21,2022-11-20,1550489.6,2.5,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-001543,MPLAD-WRK-001543,2023-07-12,2023-08-16,1171702.9,3.2,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-001544,MPLAD-WRK-001544,2024-01-20,2024-03-19,1369199.07,3.5,2023,Superintending Engineer (Indore Demo),True
EST-DEMO-001545,MPLAD-WRK-001545,2023-02-11,,3670962.73,3.3,2023,Superintending Engineer (Jodhpur Demo),True
EST-DEMO-001546,MPLAD-WRK-001546,2022-07-23,2022-09-02,3499159.56,3.0,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-001547,MPLAD-WRK-001547,2023-11-15,2023-12-22,1874713.32,2.7,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-001548,MPLAD-WRK-001548,2025-01-25,2025-02-14,381574.57,2.2,2023,Superintending Engineer (Bhopal Demo),True
EST-DEMO-001549,MPLAD-WRK-001549,2024-01-28,2024-03-02,2912170.11,4.0,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-001550,MPLAD-WRK-001550,2025-01-08,2025-01-29,1259665.03,4.4,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-001551,MPLAD-WRK-001551,2022-06-06,2022-06-26,1897475.62,3.2,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-001552,MPLAD-WRK-001552,2024-06-03,2024-07-05,2940405.79,3.9,2023,Superintending Engineer (North 24 Parganas Demo),True
EST-DEMO-001553,MPLAD-WRK-001553,2023-02-01,2023-03-16,378220.36,3.1,2023,Superintending Engineer (Prayagraj Demo),True
EST-DEMO-001554,MPLAD-WRK-001554,2023-06-30,2023-08-24,834651.88,3.4,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-001555,MPLAD-WRK-001555,2023-06-21,2023-07-10,3270451.04,4.7,2023,Superintending Engineer (Rajkot Demo),True
EST-DEMO-001556,MPLAD-WRK-001556,2023-11-08,2024-01-04,2133190.09,4.9,2023,Superintending Engineer (Bengaluru Urban Demo),True
EST-DEMO-001557,MPLAD-WRK-001557,2024-01-10,2024-01-29,2030932.62,2.9,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-001558,MPLAD-WRK-001558,2024-07-30,2024-08-28,1044745.4,4.4,2023,Superintending Engineer (Dakshina Kannada Demo),True
EST-DEMO-001559,MPLAD-WRK-001559,2023-03-12,2023-04-03,1915434.98,3.2,2023,Superintending Engineer (Muzaffarpur Demo),True
EST-DEMO-001560,MPLAD-WRK-001560,2023-12-17,2024-01-19,2152252.15,4.4,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-001561,MPLAD-WRK-001561,2023-02-01,,303596.18,4.5,2023,Superintending Engineer (Warangal Demo),True
EST-DEMO-001562,MPLAD-WRK-001562,2023-11-20,2023-12-28,1077998.16,4.1,2023,Superintending Engineer (Patna Demo),True
EST-DEMO-001563,MPLAD-WRK-001563,2024-12-11,2025-01-20,3381667.91,3.7,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-001564,MPLAD-WRK-001564,2022-10-25,2022-12-03,1914874.17,4.5,2023,Superintending Engineer (Belagavi Demo),True
EST-DEMO-001565,MPLAD-WRK-001565,2023-09-06,2023-11-03,897554.89,2.3,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-001566,MPLAD-WRK-001566,2024-02-01,2024-03-10,381788.43,2.5,2023,Superintending Engineer (Gaya Demo),True
EST-DEMO-001567,MPLAD-WRK-001567,2022-07-25,2022-08-14,741076.75,3.1,2023,Superintending Engineer (Nagpur Demo),True
EST-DEMO-001568,MPLAD-WRK-001568,2024-08-26,2024-10-06,1725834.59,2.2,2023,Superintending Engineer (Amritsar Demo),True
EST-DEMO-001569,MPLAD-WRK-001569,2023-03-09,2023-04-02,909001.31,2.1,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-001570,MPLAD-WRK-001570,2022-08-26,2022-10-24,5537842.62,3.7,2023,Superintending Engineer (Ajmer Demo),True
EST-DEMO-001571,MPLAD-WRK-001571,2022-04-10,2022-05-30,706369.23,3.6,2023,Superintending Engineer (Madurai Demo),True
EST-DEMO-001572,MPLAD-WRK-001572,2022-08-04,2022-09-10,4337881.06,2.6,2023,Superintending Engineer (Chennai Demo),True
EST-DEMO-001573,MPLAD-WRK-001573,2024-05-28,2024-07-26,2762925.6,3.8,2023,Superintending Engineer (Vadodara Demo),True
EST-DEMO-001574,MPLAD-WRK-001574,2024-04-03,2024-05-17,3973633.89,4.4,2023,Superintending Engineer (Dibrugarh Demo),True
EST-DEMO-001575,MPLAD-WRK-001575,2023-04-18,2023-05-04,1396054.68,4.4,2023,Superintending Engineer (Agra Demo),True
EST-DEMO-001576,MPLAD-WRK-001576,2024-10-26,2024-12-19,492154.07,4.9,2023,Superintending Engineer (Purba Medinipur Demo),True
EST-DEMO-001577,MPLAD-WRK-001577,2023-02-06,2023-04-02,1897633.5,4.5,2023,Superintending Engineer (Mysuru Demo),True
EST-DEMO-001578,MPLAD-WRK-001578,2022-12-21,2023-01-22,1453462.93,4.8,2023,Superintending Engineer (Khordha Demo),True
EST-DEMO-001579,MPLAD-WRK-001579,2024-03-07,2024-05-04,2277709.51,3.1,2023,Superintending Engineer (Thiruvananthapuram Demo),True
EST-DEMO-001580,MPLAD-WRK-001580,2023-11-29,2024-01-14,1906746.67,3.0,2023,Superintending Engineer (Surat Demo),True
EST-DEMO-001581,MPLAD-WRK-001581,2025-01-12,2025-02-26,524349.41,2.8,2023,Superintending Engineer (Kanpur Nagar Demo),True
EST-DEMO-001582,MPLAD-WRK-001582,2023-07-20,2023-08-04,1364143.19,4.2,2023,Superintending Engineer (Amritsar Demo),True
