update_id,work_id,update_date,physical_progress_pct,stage_name,expenditure_to_date,reported_by_designation,remarks,geo_tagged_photo_ref,synthetic_demo_data
UPD-DEMO-0003382,MPLAD-WRK-000799,2024-12-14,56.0,Excavation & Foundation,1056996.54,Junior Engineer (Gaya Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Excavation & Foundation' executed. Physical progress at 56.0%.,photos/synth_work_MPLAD-WRK-000799_stage_2.jpg,True
UPD-DEMO-0003383,MPLAD-WRK-000799,2025-01-15,85.7,Structural Construction,1585494.81,Junior Engineer (Gaya Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Structural Construction' executed. Physical progress at 85.7%.,photos/synth_work_MPLAD-WRK-000799_stage_3.jpg,True
UPD-DEMO-0003384,MPLAD-WRK-000800,2024-03-19,16.8,Planning & Mobilization,249754.15,Junior Engineer (Nagpur Public Works Dept (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 16.8%.,photos/synth_work_MPLAD-WRK-000800_stage_1.jpg,True
UPD-DEMO-0003385,MPLAD-WRK-000800,2024-05-02,35.7,Excavation & Foundation,499508.3,Junior Engineer (Nagpur Public Works Dept (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 35.7%.,photos/synth_work_MPLAD-WRK-000800_stage_2.jpg,True
UPD-DEMO-0003386,MPLAD-WRK-000800,2024-06-07,54.6,Structural Construction,749262.46,Junior Engineer (Nagpur Public Works Dept (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 54.6%.,photos/synth_work_MPLAD-WRK-000800_stage_3.jpg,True
UPD-DEMO-0003387,MPLAD-WRK-000800,2024-07-08,73.0,Finishing & Installations,999016.61,Junior Engineer (Nagpur Public Works Dept (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 73.0%.,photos/synth_work_MPLAD-WRK-000800_stage_4.jpg,True
UPD-DEMO-0003388,MPLAD-WRK-000801,2023-01-23,24.7,Planning & Mobilization,261374.62,Junior Engineer (Bengaluru Urban Municipal Engineering Cell (Demo) Unit-2),Stage 'Planning & Mobilization' executed. Physical progress at 24.7%.,photos/synth_work_MPLAD-WRK-000801_stage_1.jpg,True
UPD-DEMO-0003389,MPLAD-WRK-000801,2023-03-05,46.6,Excavation & Foundation,522749.23,Junior Engineer (Bengaluru Urban Municipal Engineering Cell (Demo) Unit-2),Stage 'Excavation & Foundation' executed. Physical progress at 46.6%.,photos/synth_work_MPLAD-WRK-000801_stage_2.jpg,True
UPD-DEMO-0003390,MPLAD-WRK-000801,2023-04-07,70.4,Structural Construction,784123.85,Junior Engineer (Bengaluru Urban Municipal Engineering Cell (Demo) Unit-2),Stage 'Structural Construction' executed. Physical progress at 70.4%.,photos/synth_work_MPLAD-WRK-000801_stage_3.jpg,True
UPD-DEMO-0003391,MPLAD-WRK-000801,2023-05-17,100.0,Finishing & Installations,1045498.47,Junior Engineer (Bengaluru Urban Municipal Engineering Cell (Demo) Unit-2),Stage 'Finishing & Installations' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-000801_stage_4.jpg,True
UPD-DEMO-0003392,MPLAD-WRK-000802,2024-11-08,22.2,Planning & Mobilization,318869.48,Junior Engineer (Vadodara Water Supply & Sanitation Board (Demo) Unit-2),Stage 'Planning & Mobilization' executed. Physical progress at 22.2%.,photos/synth_work_MPLAD-WRK-000802_stage_1.jpg,True
UPD-DEMO-0003393,MPLAD-WRK-000802,2024-12-15,44.7,Excavation & Foundation,637738.97,Junior Engineer (Vadodara Water Supply & Sanitation Board (Demo) Unit-2),Stage 'Excavation & Foundation' executed. Physical progress at 44.7%.,photos/synth_work_MPLAD-WRK-000802_stage_2.jpg,True
UPD-DEMO-0003394,MPLAD-WRK-000802,2025-01-10,69.7,Structural Construction,956608.45,Junior Engineer (Vadodara Water Supply & Sanitation Board (Demo) Unit-2),Stage 'Structural Construction' executed. Physical progress at 69.7%.,photos/synth_work_MPLAD-WRK-000802_stage_3.jpg,True
UPD-DEMO-0003395,MPLAD-WRK-000803,2022-06-18,0.0,Planning & Mobilization,152080.02,Junior Engineer (Jaipur Municipal Engineering Cell (Demo) Unit-1),Stage 'Planning & Mobilization' executed. Physical progress at 0.0%.,,True
UPD-DEMO-0003396,MPLAD-WRK-000804,2024-10-20,14.4,Planning & Mobilization,122528.74,Junior Engineer (Ludhiana Zilla Parishad Engineering Division (Demo) Unit-4),Stage 'Planning & Mobilization' executed. Physical progress at 14.4%.,photos/synth_work_MPLAD-WRK-000804_stage_1.jpg,True
UPD-DEMO-0003397,MPLAD-WRK-000804,2024-11-21,29.6,Excavation & Foundation,245057.48,Junior Engineer (Ludhiana Zilla Parishad Engineering Division (Demo) Unit-4),Stage 'Excavation & Foundation' executed. Physical progress at 29.6%.,photos/synth_work_MPLAD-WRK-000804_stage_2.jpg,True
UPD-DEMO-0003398,MPLAD-WRK-000804,2024-12-22,38.7,Structural Construction,367586.22,Junior Engineer (Ludhiana Zilla Parishad Engineering Division (Demo) Unit-4),Stage 'Structural Construction' executed. Physical progress at 38.7%.,photos/synth_work_MPLAD-WRK-000804_stage_3.jpg,True
UPD-DEMO-0003399,MPLAD-WRK-000804,2025-01-26,56.6,Finishing & Installations,490114.97,Junior Engineer (Ludhiana Zilla Parishad Engineering Division (Demo) Unit-4),Stage 'Finishing & Installations' executed. Physical progress at 56.6%.,photos/synth_work_MPLAD-WRK-000804_stage_4.jpg,True
UPD-DEMO-0003400,MPLAD-WRK-000804,2025-03-10,65.9,Testing & Commissioning,612643.71,Junior Engineer (Ludhiana Zilla Parishad Engineering Division (Demo) Unit-4),Stage 'Testing & Commissioning' executed. Physical progress at 65.9%.,photos/synth_work_MPLAD-WRK-000804_stage_5.jpg,True
UPD-DEMO-0003401,MPLAD-WRK-000804,2025-04-07,80.0,Final Handover,735172.45,Junior Engineer (Ludhiana Zilla Parishad Engineering Division (Demo) Unit-4),Stage 'Final Handover' executed. Physical progress at 80.0%.,photos/synth_work_MPLAD-WRK-000804_stage_6.jpg,True
UPD-DEMO-0003402,MPLAD-WRK-000804,2025-05-13,100.0,Final Handover,857701.19,Junior Engineer (Ludhiana Zilla Parishad Engineering Division (Demo) Unit-4),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-000804_stage_7.jpg,True
UPD-DEMO-0003403,MPLAD-WRK-000805,2024-06-17,7.2,Planning & Mobilization,202246.48,Junior Engineer (Bhopal State Renewable Energy Development Corp (Demo) Unit-2),Stage 'Planning & Mobilization' executed. Physical progress at 7.2%.,photos/synth_work_MPLAD-WRK-000805_stage_1.jpg,True
UPD-DEMO-0003404,MPLAD-WRK-000805,2024-07-17,15.0,Excavation & Foundation,404492.96,Junior Engineer (Bhopal State Renewable Energy Development Corp (Demo) Unit-2),Stage 'Excavation & Foundation' executed. Physical progress at 15.0%.,photos/synth_work_MPLAD-WRK-000805_stage_2.jpg,True
UPD-DEMO-0003405,MPLAD-WRK-000805,2024-08-27,20.6,Structural Construction,606739.44,Junior Engineer (Bhopal State Renewable Energy Development Corp (Demo) Unit-2),Stage 'Structural Construction' executed. Physical progress at 20.6%.,photos/synth_work_MPLAD-WRK-000805_stage_3.jpg,True
UPD-DEMO-0003406,MPLAD-WRK-000805,2024-10-03,28.9,Finishing & Installations,808985.92,Junior Engineer (Bhopal State Renewable Energy Development Corp (Demo) Unit-2),Stage 'Finishing & Installations' executed. Physical progress at 28.9%.,photos/synth_work_MPLAD-WRK-000805_stage_4.jpg,True
UPD-DEMO-0003407,MPLAD-WRK-000805,2024-10-29,34.0,Testing & Commissioning,1011232.4,Junior Engineer (Bhopal State Renewable Energy Development Corp (Demo) Unit-2),Stage 'Testing & Commissioning' executed. Physical progress at 34.0%.,photos/synth_work_MPLAD-WRK-000805_stage_5.jpg,True
UPD-DEMO-0003408,MPLAD-WRK-000805,2024-12-12,44.9,Final Handover,1213478.88,Junior Engineer (Bhopal State Renewable Energy Development Corp (Demo) Unit-2),Stage 'Final Handover' executed. Physical progress at 44.9%.,photos/synth_work_MPLAD-WRK-000805_stage_6.jpg,True
UPD-DEMO-0003409,MPLAD-WRK-000806,2024-05-19,5.2,Planning & Mobilization,91167.28,Junior Engineer (Hyderabad Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Planning & Mobilization' executed. Physical progress at 5.2%.,photos/synth_work_MPLAD-WRK-000806_stage_1.jpg,True
UPD-DEMO-0003410,MPLAD-WRK-000806,2024-06-26,10.1,Excavation & Foundation,182334.57,Junior Engineer (Hyderabad Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Excavation & Foundation' executed. Physical progress at 10.1%.,photos/synth_work_MPLAD-WRK-000806_stage_2.jpg,True
UPD-DEMO-0003411,MPLAD-WRK-000806,2024-07-30,15.5,Structural Construction,273501.85,Junior Engineer (Hyderabad Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Structural Construction' executed. Physical progress at 15.5%.,photos/synth_work_MPLAD-WRK-000806_stage_3.jpg,True
UPD-DEMO-0003412,MPLAD-WRK-000806,2024-08-30,18.4,Finishing & Installations,364669.14,Junior Engineer (Hyderabad Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Finishing & Installations' executed. Physical progress at 18.4%.,photos/synth_work_MPLAD-WRK-000806_stage_4.jpg,True
UPD-DEMO-0003413,MPLAD-WRK-000806,2024-10-05,25.4,Testing & Commissioning,455836.42,Junior Engineer (Hyderabad Water Supply & Sanitation Board (Demo) Unit-4),Stage 'Testing & Commissioning' executed. Physical progress at 25.4%.,photos/synth_work_MPLAD-WRK-000806_stage_5.jpg,True
UPD-DEMO-0003414,MPLAD-WRK-000807,2022-07-24,24.1,Planning & Mobilization,149870.51,Junior Engineer (Salem State Sports Infrastructure Authority (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 24.1%.,photos/synth_work_MPLAD-WRK-000807_stage_1.jpg,True
UPD-DEMO-0003415,MPLAD-WRK-000807,2022-09-02,50.2,Excavation & Foundation,299741.03,Junior Engineer (Salem State Sports Infrastructure Authority (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 50.2%.,photos/synth_work_MPLAD-WRK-000807_stage_2.jpg,True
UPD-DEMO-0003416,MPLAD-WRK-000807,2022-10-06,70.5,Structural Construction,449611.54,Junior Engineer (Salem State Sports Infrastructure Authority (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 70.5%.,photos/synth_work_MPLAD-WRK-000807_stage_3.jpg,True
UPD-DEMO-0003417,MPLAD-WRK-000807,2022-11-12,100.0,Finishing & Installations,599482.05,Junior Engineer (Salem State Sports Infrastructure Authority (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-000807_stage_4.jpg,True
UPD-DEMO-0003418,MPLAD-WRK-000808,2023-12-25,2.8,Planning & Mobilization,25995.98,Junior Engineer (Ernakulam Rural Development Agency (Demo) Unit-1),Stage 'Planning & Mobilization' executed. Physical progress at 2.8%.,photos/synth_work_MPLAD-WRK-000808_stage_1.jpg,True
UPD-DEMO-0003419,MPLAD-WRK-000808,2024-02-02,5.3,Excavation & Foundation,51991.96,Junior Engineer (Ernakulam Rural Development Agency (Demo) Unit-1),Stage 'Excavation & Foundation' executed. Physical progress at 5.3%.,photos/synth_work_MPLAD-WRK-000808_stage_2.jpg,True
UPD-DEMO-0003420,MPLAD-WRK-000808,2024-03-06,8.5,Structural Construction,77987.93,Junior Engineer (Ernakulam Rural Development Agency (Demo) Unit-1),Stage 'Structural Construction' executed. Physical progress at 8.5%.,photos/synth_work_MPLAD-WRK-000808_stage_3.jpg,True
UPD-DEMO-0003421,MPLAD-WRK-000808,2024-04-08,9.9,Finishing & Installations,103983.91,Junior Engineer (Ernakulam Rural Development Agency (Demo) Unit-1),Stage 'Finishing & Installations' executed. Physical progress at 9.9%.,photos/synth_work_MPLAD-WRK-000808_stage_4.jpg,True
UPD-DEMO-0003422,MPLAD-WRK-000808,2024-05-15,13.5,Testing & Commissioning,129979.89,Junior Engineer (Ernakulam Rural Development Agency (Demo) Unit-1),Stage 'Testing & Commissioning' executed. Physical progress at 13.5%.,photos/synth_work_MPLAD-WRK-000808_stage_5.jpg,True
UPD-DEMO-0003423,MPLAD-WRK-000808,2024-06-18,16.2,Final Handover,155975.87,Junior Engineer (Ernakulam Rural Development Agency (Demo) Unit-1),Stage 'Final Handover' executed. Physical progress at 16.2%.,photos/synth_work_MPLAD-WRK-000808_stage_6.jpg,True
UPD-DEMO-0003424,MPLAD-WRK-000809,2024-09-09,3.8,Planning & Mobilization,50954.1,Junior Engineer (Visakhapatnam State Sports Infrastructure Authority (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 3.8%.,photos/synth_work_MPLAD-WRK-000809_stage_1.jpg,True
UPD-DEMO-0003425,MPLAD-WRK-000809,2024-10-16,7.8,Excavation & Foundation,101908.2,Junior Engineer (Visakhapatnam State Sports Infrastructure Authority (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 7.8%.,photos/synth_work_MPLAD-WRK-000809_stage_2.jpg,True
UPD-DEMO-0003426,MPLAD-WRK-000809,2024-11-19,11.5,Structural Construction,152862.3,Junior Engineer (Visakhapatnam State Sports Infrastructure Authority (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 11.5%.,photos/synth_work_MPLAD-WRK-000809_stage_3.jpg,True
UPD-DEMO-0003427,MPLAD-WRK-000809,2024-12-26,15.7,Finishing & Installations,203816.41,Junior Engineer (Visakhapatnam State Sports Infrastructure Authority (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 15.7%.,photos/synth_work_MPLAD-WRK-000809_stage_4.jpg,True
UPD-DEMO-0003428,MPLAD-WRK-000809,2025-01-31,21.2,Testing & Commissioning,254770.51,Junior Engineer (Visakhapatnam State Sports Infrastructure Authority (Demo) Unit-3),Stage 'Testing & Commissioning' executed. Physical progress at 21.2%.,photos/synth_work_MPLAD-WRK-000809_stage_5.jpg,True
UPD-DEMO-0003429,MPLAD-WRK-000809,2025-03-01,24.8,Final Handover,305724.61,Junior Engineer (Visakhapatnam State Sports Infrastructure Authority (Demo) Unit-3),Stage 'Final Handover' executed. Physical progress at 24.8%.,photos/synth_work_MPLAD-WRK-000809_stage_6.jpg,True
UPD-DEMO-0003430,MPLAD-WRK-000810,2022-10-06,20.0,Planning & Mobilization,510897.85,Junior Engineer (Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 20.0%.,photos/synth_work_MPLAD-WRK-000810_stage_1.jpg,True
UPD-DEMO-0003431,MPLAD-WRK-000810,2022-11-08,36.9,Excavation & Foundation,1021795.7,Junior Engineer (Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 36.9%.,photos/synth_work_MPLAD-WRK-000810_stage_2.jpg,True
UPD-DEMO-0003432,MPLAD-WRK-000810,2022-12-13,54.1,Structural Construction,1532693.54,Junior Engineer (Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 54.1%.,photos/synth_work_MPLAD-WRK-000810_stage_3.jpg,True
UPD-DEMO-0003433,MPLAD-WRK-000810,2023-01-25,82.6,Finishing & Installations,2043591.39,Junior Engineer (Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 82.6%.,photos/synth_work_MPLAD-WRK-000810_stage_4.jpg,True
UPD-DEMO-0003434,MPLAD-WRK-000810,2023-02-24,100.0,Testing & Commissioning,2554489.24,Junior Engineer (Thiruvananthapuram State Renewable Energy Development Corp (Demo) Unit-5),Stage 'Testing & Commissioning' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-000810_stage_5.jpg,True
UPD-DEMO-0003435,MPLAD-WRK-000811,2023-05-21,20.6,Planning & Mobilization,398527.78,Junior Engineer (Nagpur Public Works Dept (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 20.6%.,photos/synth_work_MPLAD-WRK-000811_stage_1.jpg,True
UPD-DEMO-0003436,MPLAD-WRK-000811,2023-06-28,41.8,Excavation & Foundation,797055.56,Junior Engineer (Nagpur Public Works Dept (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 41.8%.,photos/synth_work_MPLAD-WRK-000811_stage_2.jpg,True
UPD-DEMO-0003437,MPLAD-WRK-000811,2023-08-05,62.9,Structural Construction,1195583.33,Junior Engineer (Nagpur Public Works Dept (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 62.9%.,photos/synth_work_MPLAD-WRK-000811_stage_3.jpg,True
UPD-DEMO-0003438,MPLAD-WRK-000811,2023-09-07,81.3,Finishing & Installations,1594111.11,Junior Engineer (Nagpur Public Works Dept (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 81.3%.,photos/synth_work_MPLAD-WRK-000811_stage_4.jpg,True
UPD-DEMO-0003439,MPLAD-WRK-000811,2023-10-16,100.0,Testing & Commissioning,1992638.89,Junior Engineer (Nagpur Public Works Dept (Demo) Unit-3),Stage 'Testing & Commissioning' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-000811_stage_5.jpg,True
UPD-DEMO-0003440,MPLAD-WRK-000812,2023-05-06,15.8,Planning & Mobilization,136263.98,Junior Engineer (Udaipur Zilla Parishad Engineering Division (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 15.8%.,photos/synth_work_MPLAD-WRK-000812_stage_1.jpg,True
UPD-DEMO-0003441,MPLAD-WRK-000812,2023-06-15,32.8,Excavation & Foundation,272527.96,Junior Engineer (Udaipur Zilla Parishad Engineering Division (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 32.8%.,photos/synth_work_MPLAD-WRK-000812_stage_2.jpg,True
UPD-DEMO-0003442,MPLAD-WRK-000812,2023-07-19,46.4,Structural Construction,408791.93,Junior Engineer (Udaipur Zilla Parishad Engineering Division (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 46.4%.,photos/synth_work_MPLAD-WRK-000812_stage_3.jpg,True
UPD-DEMO-0003443,MPLAD-WRK-000812,2023-08-20,61.6,Finishing & Installations,545055.91,Junior Engineer (Udaipur Zilla Parishad Engineering Division (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 61.6%.,photos/synth_work_MPLAD-WRK-000812_stage_4.jpg,True
UPD-DEMO-0003444,MPLAD-WRK-000812,2023-09-27,80.5,Testing & Commissioning,681319.89,Junior Engineer (Udaipur Zilla Parishad Engineering Division (Demo) Unit-3),Stage 'Testing & Commissioning' executed. Physical progress at 80.5%.,photos/synth_work_MPLAD-WRK-000812_stage_5.jpg,True
UPD-DEMO-0003445,MPLAD-WRK-000812,2023-10-31,100.0,Final Handover,817583.87,Junior Engineer (Udaipur Zilla Parishad Engineering Division (Demo) Unit-3),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-000812_stage_6.jpg,True
UPD-DEMO-0003446,MPLAD-WRK-000813,2024-10-03,25.5,Planning & Mobilization,721248.65,Junior Engineer (Kamrup Metropolitan Public Works Dept (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 25.5%.,photos/synth_work_MPLAD-WRK-000813_stage_1.jpg,True
UPD-DEMO-0003447,MPLAD-WRK-000813,2024-11-10,47.1,Excavation & Foundation,1442497.29,Junior Engineer (Kamrup Metropolitan Public Works Dept (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 47.1%.,photos/synth_work_MPLAD-WRK-000813_stage_2.jpg,True
UPD-DEMO-0003448,MPLAD-WRK-000813,2024-12-20,71.5,Structural Construction,2163745.94,Junior Engineer (Kamrup Metropolitan Public Works Dept (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 71.5%.,photos/synth_work_MPLAD-WRK-000813_stage_3.jpg,True
UPD-DEMO-0003449,MPLAD-WRK-000813,2025-01-24,100.0,Finishing & Installations,2884994.58,Junior Engineer (Kamrup Metropolitan Public Works Dept (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-000813_stage_4.jpg,True
UPD-DEMO-0003450,MPLAD-WRK-000814,2024-07-04,13.6,Planning & Mobilization,524249.64,Junior Engineer (Kanpur Nagar Rural Development Agency (Demo) Unit-2),Stage 'Planning & Mobilization' executed. Physical progress at 13.6%.,photos/synth_work_MPLAD-WRK-000814_stage_1.jpg,True
UPD-DEMO-0003451,MPLAD-WRK-000814,2024-08-08,28.7,Excavation & Foundation,1048499.29,Junior Engineer (Kanpur Nagar Rural Development Agency (Demo) Unit-2),Stage 'Excavation & Foundation' executed. Physical progress at 28.7%.,photos/synth_work_MPLAD-WRK-000814_stage_2.jpg,True
UPD-DEMO-0003452,MPLAD-WRK-000814,2024-09-14,43.2,Structural Construction,1572748.93,Junior Engineer (Kanpur Nagar Rural Development Agency (Demo) Unit-2),Stage 'Structural Construction' executed. Physical progress at 43.2%.,photos/synth_work_MPLAD-WRK-000814_stage_3.jpg,True
UPD-DEMO-0003453,MPLAD-WRK-000814,2024-10-17,52.0,Finishing & Installations,2096998.58,Junior Engineer (Kanpur Nagar Rural Development Agency (Demo) Unit-2),Stage 'Finishing & Installations' executed. Physical progress at 52.0%.,photos/synth_work_MPLAD-WRK-000814_stage_4.jpg,True
UPD-DEMO-0003454,MPLAD-WRK-000814,2024-11-14,69.9,Testing & Commissioning,2621248.22,Junior Engineer (Kanpur Nagar Rural Development Agency (Demo) Unit-2),Stage 'Testing & Commissioning' executed. Physical progress at 69.9%.,photos/synth_work_MPLAD-WRK-000814_stage_5.jpg,True
UPD-DEMO-0003455,MPLAD-WRK-000814,2024-12-25,87.9,Final Handover,3145497.87,Junior Engineer (Kanpur Nagar Rural Development Agency (Demo) Unit-2),Stage 'Final Handover' executed. Physical progress at 87.9%.,photos/synth_work_MPLAD-WRK-000814_stage_6.jpg,True
UPD-DEMO-0003456,MPLAD-WRK-000814,2025-01-22,100.0,Final Handover,3669747.51,Junior Engineer (Kanpur Nagar Rural Development Agency (Demo) Unit-2),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-000814_stage_7.jpg,True
UPD-DEMO-0003457,MPLAD-WRK-000815,2023-08-17,13.8,Planning & Mobilization,244096.7,Junior Engineer (Varanasi Municipal Engineering Cell (Demo) Unit-5),Stage 'Planning & Mobilization' executed. Physical progress at 13.8%.,photos/synth_work_MPLAD-WRK-000815_stage_1.jpg,True
UPD-DEMO-0003458,MPLAD-WRK-000815,2023-09-21,26.8,Excavation & Foundation,488193.39,Junior Engineer (Varanasi Municipal Engineering Cell (Demo) Unit-5),Stage 'Excavation & Foundation' executed. Physical progress at 26.8%.,photos/synth_work_MPLAD-WRK-000815_stage_2.jpg,True
UPD-DEMO-0003459,MPLAD-WRK-000815,2023-10-25,38.7,Structural Construction,732290.09,Junior Engineer (Varanasi Municipal Engineering Cell (Demo) Unit-5),Stage 'Structural Construction' executed. Physical progress at 38.7%.,photos/synth_work_MPLAD-WRK-000815_stage_3.jpg,True
UPD-DEMO-0003460,MPLAD-WRK-000815,2023-11-28,54.7,Finishing & Installations,976386.79,Junior Engineer (Varanasi Municipal Engineering Cell (Demo) Unit-5),Stage 'Finishing & Installations' executed. Physical progress at 54.7%.,photos/synth_work_MPLAD-WRK-000815_stage_4.jpg,True
UPD-DEMO-0003461,MPLAD-WRK-000815,2023-12-28,68.6,Testing & Commissioning,1220483.49,Junior Engineer (Varanasi Municipal Engineering Cell (Demo) Unit-5),Stage 'Testing & Commissioning' executed. Physical progress at 68.6%.,photos/synth_work_MPLAD-WRK-000815_stage_5.jpg,True
UPD-DEMO-0003462,MPLAD-WRK-000815,2024-02-08,85.8,Final Handover,1464580.18,Junior Engineer (Varanasi Municipal Engineering Cell (Demo) Unit-5),Stage 'Final Handover' executed. Physical progress at 85.8%.,photos/synth_work_MPLAD-WRK-000815_stage_6.jpg,True
UPD-DEMO-0003463,MPLAD-WRK-000815,2024-03-09,100.0,Final Handover,1708676.88,Junior Engineer (Varanasi Municipal Engineering Cell (Demo) Unit-5),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-000815_stage_7.jpg,True
UPD-DEMO-0003464,MPLAD-WRK-000816,2023-10-09,9.0,Planning & Mobilization,270589.7,Junior Engineer (Salem Water Supply & Sanitation Board (Demo) Unit-3),Stage 'Planning & Mobilization' executed. Physical progress at 18.2%.,photos/synth_work_MPLAD-WRK-000816_stage_1.jpg,True
UPD-DEMO-0003465,MPLAD-WRK-000816,2023-11-11,9.0,Excavation & Foundation,541179.4,Junior Engineer (Salem Water Supply & Sanitation Board (Demo) Unit-3),Stage 'Excavation & Foundation' executed. Physical progress at 34.3%.,photos/synth_work_MPLAD-WRK-000816_stage_2.jpg,True
UPD-DEMO-0003466,MPLAD-WRK-000816,2023-12-15,9.0,Structural Construction,811769.1,Junior Engineer (Salem Water Supply & Sanitation Board (Demo) Unit-3),Stage 'Structural Construction' executed. Physical progress at 55.8%.,photos/synth_work_MPLAD-WRK-000816_stage_3.jpg,True
UPD-DEMO-0003467,MPLAD-WRK-000816,2024-01-19,9.0,Finishing & Installations,1082358.8,Junior Engineer (Salem Water Supply & Sanitation Board (Demo) Unit-3),Stage 'Finishing & Installations' executed. Physical progress at 75.8%.,photos/synth_work_MPLAD-WRK-000816_stage_4.jpg,True
UPD-DEMO-0003468,MPLAD-WRK-000817,2024-11-19,14.3,Planning & Mobilization,376989.24,Junior Engineer (Belagavi State Sports Infrastructure Authority (Demo) Unit-4),Stage 'Planning & Mobilization' executed. Physical progress at 14.3%.,photos/synth_work_MPLAD-WRK-000817_stage_1.jpg,True
UPD-DEMO-0003469,MPLAD-WRK-000817,2024-12-24,28.2,Excavation & Foundation,753978.48,Junior Engineer (Belagavi State Sports Infrastructure Authority (Demo) Unit-4),Stage 'Excavation & Foundation' executed. Physical progress at 28.2%.,photos/synth_work_MPLAD-WRK-000817_stage_2.jpg,True
UPD-DEMO-0003470,MPLAD-WRK-000817,2025-01-31,43.3,Structural Construction,1130967.72,Junior Engineer (Belagavi State Sports Infrastructure Authority (Demo) Unit-4),Stage 'Structural Construction' executed. Physical progress at 43.3%.,photos/synth_work_MPLAD-WRK-000817_stage_3.jpg,True
UPD-DEMO-0003471,MPLAD-WRK-000817,2025-03-04,58.3,Finishing & Installations,1507956.96,Junior Engineer (Belagavi State Sports Infrastructure Authority (Demo) Unit-4),Stage 'Finishing & Installations' executed. Physical progress at 58.3%.,photos/synth_work_MPLAD-WRK-000817_stage_4.jpg,True
UPD-DEMO-0003472,MPLAD-WRK-000817,2025-04-07,70.4,Testing & Commissioning,1884946.2,Junior Engineer (Belagavi State Sports Infrastructure Authority (Demo) Unit-4),Stage 'Testing & Commissioning' executed. Physical progress at 70.4%.,photos/synth_work_MPLAD-WRK-000817_stage_5.jpg,True
UPD-DEMO-0003473,MPLAD-WRK-000817,2025-05-17,79.3,Final Handover,2261935.44,Junior Engineer (Belagavi State Sports Infrastructure Authority (Demo) Unit-4),Stage 'Final Handover' executed. Physical progress at 79.3%.,photos/synth_work_MPLAD-WRK-000817_stage_6.jpg,True
UPD-DEMO-0003474,MPLAD-WRK-000817,2025-06-21,100.0,Final Handover,2638924.68,Junior Engineer (Belagavi State Sports Infrastructure Authority (Demo) Unit-4),Stage 'Final Handover' executed. Physical progress at 100.0%.,photos/synth_work_MPLAD-WRK-000817_stage_7.jpg,True
