sanction_id,work_id,sanction_order_number,sanction_date,sanctioned_amount,installment_schedule,approving_authority,synthetic_demo_data
SANC-DEMO-001933,MPLAD-WRK-001990,MPLAD/NOR/2023/01933,2023-05-14,1412463.06,40-40-20,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-001934,MPLAD-WRK-001991,MPLAD/PUR/2024/01934,2024-10-13,435703.33,50-50,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-001935,MPLAD-WRK-001992,MPLAD/GWA/2024/01935,2024-09-29,2902879.92,40-40-20,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-001936,MPLAD-WRK-001993,MPLAD/AJM/2024/01936,2024-08-11,1625253.92,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-001937,MPLAD-WRK-001994,MPLAD/ERN/2023/01937,2023-03-31,1135161.29,40-40-20,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-001938,MPLAD-WRK-001995,MPLAD/LUC/2023/01938,2023-07-18,2928473.26,40-40-20,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-001939,MPLAD-WRK-001996,MPLAD/ERN/2024/01939,2024-01-02,1187337.69,40-40-20,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-001940,MPLAD-WRK-001997,MPLAD/JAI/2024/01940,2024-03-20,1888612.75,40-40-20,District Collector & Magistrate (Jaipur Demo),True
SANC-DEMO-001941,MPLAD-WRK-001998,MPLAD/DHA/2024/01941,2024-07-03,3504074.82,40-40-20,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-001942,MPLAD-WRK-001999,MPLAD/BEN/2024/01942,2024-04-21,764348.35,50-50,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-001943,MPLAD-WRK-002000,MPLAD/KOL/2024/01943,2024-11-28,2693043.95,40-40-20,District Collector & Magistrate (Kolkata Demo),True
SANC-DEMO-001944,MPLAD-WRK-002001,MPLAD/KHO/2023/01944,2023-05-29,436381.39,50-50,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-001945,MPLAD-WRK-002002,MPLAD/MYS/2024/01945,2024-04-04,977523.78,50-50,District Collector & Magistrate (Mysuru Demo),True
SANC-DEMO-001946,MPLAD-WRK-002003,MPLAD/AMR/2023/01946,2023-03-05,1360988.62,40-40-20,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-001947,MPLAD-WRK-002004,MPLAD/MUZ/2024/01947,2024-06-26,991550.21,50-50,District Collector & Magistrate (Muzaffarpur Demo),True
SANC-DEMO-001948,MPLAD-WRK-002005,MPLAD/JAI/2023/01948,2023-12-05,1282582.18,40-40-20,District Collector & Magistrate (Jaipur Demo),True
SANC-DEMO-001949,MPLAD-WRK-002006,MPLAD/SAL/2022/01949,2022-05-01,1005199.48,40-40-20,District Collector & Magistrate (Salem Demo),True
SANC-DEMO-001950,MPLAD-WRK-002007,MPLAD/MUZ/2024/01950,2024-12-31,2381425.44,40-40-20,District Collector & Magistrate (Muzaffarpur Demo),True
SANC-DEMO-001951,MPLAD-WRK-002008,MPLAD/CHE/2022/01951,2022-08-28,912406.8,50-50,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-001952,MPLAD-WRK-002009,MPLAD/PUN/2022/01952,2022-06-05,2802954.13,40-40-20,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-001953,MPLAD-WRK-002010,MPLAD/GWA/2023/01953,2023-07-02,5561392.82,40-40-20,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-001954,MPLAD-WRK-002011,MPLAD/KOZ/2023/01954,2023-07-23,284168.47,50-50,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-001955,MPLAD-WRK-002012,MPLAD/VAR/2024/01955,2024-06-22,1247953.11,40-40-20,District Collector & Magistrate (Varanasi Demo),True
SANC-DEMO-001956,MPLAD-WRK-002013,MPLAD/THI/2022/01956,2022-08-02,494546.32,50-50,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-001957,MPLAD-WRK-002014,MPLAD/THI/2023/01957,2023-05-19,1295457.19,40-40-20,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-001958,MPLAD-WRK-002015,MPLAD/WAR/2022/01958,2022-10-30,5331505.39,40-40-20,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-001959,MPLAD-WRK-002016,MPLAD/MYS/2024/01959,2024-09-05,1927058.92,40-40-20,District Collector & Magistrate (Mysuru Demo),True
SANC-DEMO-001960,MPLAD-WRK-002017,MPLAD/AJM/2023/01960,2023-11-29,2613427.7,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-001961,MPLAD-WRK-002018,MPLAD/AUR/2022/01961,2022-10-15,3389647.65,40-40-20,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-001962,MPLAD-WRK-002019,MPLAD/HYD/2024/01962,2024-01-12,1754218.62,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-001963,MPLAD-WRK-002020,MPLAD/HYD/2023/01963,2023-05-12,4654865.67,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-001964,MPLAD-WRK-002021,MPLAD/HYD/2022/01964,2022-11-01,2307236.62,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-001965,MPLAD-WRK-002022,MPLAD/AJM/2024/01965,2024-11-09,628227.26,50-50,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-001966,MPLAD-WRK-002023,MPLAD/COI/2023/01966,2023-12-07,1173014.54,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-001967,MPLAD-WRK-002025,MPLAD/KAN/2023/01967,2023-05-08,553548.27,50-50,District Collector & Magistrate (Kanpur Nagar Demo),True
SANC-DEMO-001968,MPLAD-WRK-002026,MPLAD/DHA/2023/01968,2023-05-26,554517.3,50-50,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-001969,MPLAD-WRK-002027,MPLAD/TIR/2022/01969,2022-10-09,2756576.66,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-001970,MPLAD-WRK-002028,MPLAD/HYD/2023/01970,2023-04-20,1339483.45,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-001971,MPLAD-WRK-002029,MPLAD/AUR/2022/01971,2022-09-02,556369.93,50-50,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-001972,MPLAD-WRK-002030,MPLAD/BEN/2023/01972,2023-08-23,1016737.36,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-001973,MPLAD-WRK-002031,MPLAD/VAD/2022/01973,2022-05-18,438293.02,50-50,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-001974,MPLAD-WRK-002033,MPLAD/LUC/2023/01974,2023-09-27,2743906.99,40-40-20,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-001975,MPLAD-WRK-002034,MPLAD/AHM/2024/01975,2024-12-31,1427145.32,40-40-20,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-001976,MPLAD-WRK-002035,MPLAD/NOR/2023/01976,2023-12-16,704706.07,50-50,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-001977,MPLAD-WRK-002036,MPLAD/BEL/2024/01977,2024-03-13,1409137.98,40-40-20,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-001978,MPLAD-WRK-002037,MPLAD/MAD/2024/01978,2024-07-28,478315.93,50-50,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-001979,MPLAD-WRK-002038,MPLAD/GAY/2024/01979,2024-07-10,502808.73,50-50,District Collector & Magistrate (Gaya Demo),True
SANC-DEMO-001980,MPLAD-WRK-002039,MPLAD/KAN/2024/01980,2024-05-14,2495474.37,40-40-20,District Collector & Magistrate (Kanpur Nagar Demo),True
SANC-DEMO-001981,MPLAD-WRK-002040,MPLAD/TIR/2023/01981,2023-08-04,768339.15,50-50,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-001982,MPLAD-WRK-002041,MPLAD/KAM/2023/01982,2023-06-14,1419911.35,40-40-20,District Collector & Magistrate (Kamrup Metropolitan Demo),True
SANC-DEMO-001983,MPLAD-WRK-002042,MPLAD/VIS/2022/01983,2022-07-19,803390.73,50-50,District Collector & Magistrate (Visakhapatnam Demo),True
SANC-DEMO-001984,MPLAD-WRK-002043,MPLAD/DHA/2023/01984,2023-03-21,3285475.13,40-40-20,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-001985,MPLAD-WRK-002044,MPLAD/AHM/2024/01985,2024-05-12,1158972.02,40-40-20,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-001986,MPLAD-WRK-002045,MPLAD/PAT/2024/01986,2024-09-01,1044413.33,40-40-20,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-001987,MPLAD-WRK-002046,MPLAD/BHO/2023/01987,2023-11-18,3130170.02,40-40-20,District Collector & Magistrate (Bhopal Demo),True
SANC-DEMO-001988,MPLAD-WRK-002047,MPLAD/PAT/2022/01988,2022-08-18,1286033.18,40-40-20,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-001989,MPLAD-WRK-002048,MPLAD/AJM/2023/01989,2023-01-13,2156794.07,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-001990,MPLAD-WRK-002050,MPLAD/BHO/2023/01990,2023-05-08,806291.81,50-50,District Collector & Magistrate (Bhopal Demo),True
SANC-DEMO-001991,MPLAD-WRK-002051,MPLAD/AUR/2023/01991,2023-08-27,345810.15,50-50,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-001992,MPLAD-WRK-002052,MPLAD/COI/2023/01992,2023-02-13,4193095.01,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-001993,MPLAD-WRK-002053,MPLAD/THI/2024/01993,2024-06-03,1033174.98,40-40-20,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-001994,MPLAD-WRK-002054,MPLAD/RAJ/2023/01994,2023-07-25,1484514.79,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-001995,MPLAD-WRK-002055,MPLAD/MUZ/2022/01995,2022-05-31,1034170.9,40-40-20,District Collector & Magistrate (Muzaffarpur Demo),True
SANC-DEMO-001996,MPLAD-WRK-002056,MPLAD/SAL/2022/01996,2022-11-10,1351419.43,40-40-20,District Collector & Magistrate (Salem Demo),True
SANC-DEMO-001997,MPLAD-WRK-002057,MPLAD/PUR/2022/01997,2022-12-12,1327230.59,40-40-20,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-001998,MPLAD-WRK-002058,MPLAD/CUT/2024/01998,2024-11-13,4426711.46,40-40-20,District Collector & Magistrate (Cuttack Demo),True
SANC-DEMO-001999,MPLAD-WRK-002059,MPLAD/MAD/2023/01999,2023-07-28,1820124.07,40-40-20,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-002000,MPLAD-WRK-002060,MPLAD/AGR/2023/02000,2023-03-21,1862652.19,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-002001,MPLAD-WRK-002061,MPLAD/NAG/2024/02001,2024-09-24,1389286.61,40-40-20,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-002002,MPLAD-WRK-002062,MPLAD/COI/2024/02002,2024-04-08,1532810.52,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-002003,MPLAD-WRK-002063,MPLAD/MAD/2022/02003,2022-10-16,857057.05,50-50,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-002004,MPLAD-WRK-002064,MPLAD/JOD/2022/02004,2022-11-02,287790.35,50-50,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-002005,MPLAD-WRK-002065,MPLAD/TIR/2022/02005,2022-11-29,832888.02,50-50,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002006,MPLAD-WRK-002066,MPLAD/COI/2023/02006,2023-08-28,1673470.61,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-002007,MPLAD-WRK-002067,MPLAD/PAT/2023/02007,2023-08-09,3569923.31,40-40-20,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-002008,MPLAD-WRK-002068,MPLAD/DAK/2022/02008,2022-05-27,3718157.67,40-40-20,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-002009,MPLAD-WRK-002069,MPLAD/KAM/2024/02009,2024-08-31,2128495.68,40-40-20,District Collector & Magistrate (Kamrup Metropolitan Demo),True
SANC-DEMO-002010,MPLAD-WRK-002070,MPLAD/KOZ/2025/02010,2025-02-08,1318434.56,40-40-20,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-002011,MPLAD-WRK-002071,MPLAD/WAR/2023/02011,2023-01-22,359369.68,50-50,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-002012,MPLAD-WRK-002072,MPLAD/VAD/2022/02012,2022-09-23,385958.83,50-50,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-002013,MPLAD-WRK-002073,MPLAD/TIR/2024/02013,2024-05-23,3274774.49,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002014,MPLAD-WRK-002074,MPLAD/PAT/2022/02014,2022-05-26,619609.48,50-50,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-002015,MPLAD-WRK-002075,MPLAD/DIB/2023/02015,2023-06-28,3323006.33,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002016,MPLAD-WRK-002076,MPLAD/BHO/2025/02016,2025-01-08,1548056.11,40-40-20,District Collector & Magistrate (Bhopal Demo),True
SANC-DEMO-002017,MPLAD-WRK-002077,MPLAD/PAT/2024/02017,2024-06-27,1427392.67,40-40-20,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-002018,MPLAD-WRK-002078,MPLAD/PRA/2023/02018,2023-06-16,1652485.99,40-40-20,District Collector & Magistrate (Prayagraj Demo),True
SANC-DEMO-002019,MPLAD-WRK-002079,MPLAD/AUR/2024/02019,2024-11-08,514453.19,50-50,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-002020,MPLAD-WRK-002080,MPLAD/DIB/2022/02020,2022-10-18,2258170.55,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002021,MPLAD-WRK-002081,MPLAD/LUC/2024/02021,2024-07-11,1360944.31,40-40-20,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-002022,MPLAD-WRK-002082,MPLAD/MAD/2022/02022,2022-07-17,837009.56,50-50,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-002023,MPLAD-WRK-002083,MPLAD/LUC/2022/02023,2022-09-23,466789.78,50-50,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-002024,MPLAD-WRK-002084,MPLAD/BEN/2024/02024,2024-11-20,2056742.76,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-002025,MPLAD-WRK-002085,MPLAD/NOR/2024/02025,2024-06-13,581642.45,50-50,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-002026,MPLAD-WRK-002086,MPLAD/TIR/2025/02026,2025-02-04,1308568.31,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002027,MPLAD-WRK-002087,MPLAD/DIB/2024/02027,2024-06-12,2719882.57,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002028,MPLAD-WRK-002088,MPLAD/KRI/2024/02028,2024-03-24,3071921.44,40-40-20,District Collector & Magistrate (Krishna Demo),True
SANC-DEMO-002029,MPLAD-WRK-002089,MPLAD/BEN/2024/02029,2024-04-21,1201210.29,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-002030,MPLAD-WRK-002091,MPLAD/HYD/2023/02030,2023-09-03,588542.57,50-50,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-002031,MPLAD-WRK-002092,MPLAD/BEN/2024/02031,2024-01-25,1540462.29,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-002032,MPLAD-WRK-002093,MPLAD/AJM/2024/02032,2024-12-26,5710385.19,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-002033,MPLAD-WRK-002094,MPLAD/ERN/2023/02033,2023-02-16,1330653.86,40-40-20,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-002034,MPLAD-WRK-002095,MPLAD/SAL/2025/02034,2025-03-13,660975.1,50-50,District Collector & Magistrate (Salem Demo),True
SANC-DEMO-002035,MPLAD-WRK-002096,MPLAD/DAR/2023/02035,2023-06-22,1104729.33,40-40-20,District Collector & Magistrate (Darjeeling Demo),True
SANC-DEMO-002036,MPLAD-WRK-002097,MPLAD/KHO/2023/02036,2023-05-25,1055819.07,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-002037,MPLAD-WRK-002098,MPLAD/DHA/2022/02037,2022-07-03,1993073.14,40-40-20,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-002038,MPLAD-WRK-002099,MPLAD/AGR/2022/02038,2022-07-15,1436100.87,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-002039,MPLAD-WRK-002100,MPLAD/COI/2024/02039,2024-08-09,692969.88,50-50,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-002040,MPLAD-WRK-002101,MPLAD/LUD/2023/02040,2023-11-01,2443786.83,40-40-20,District Collector & Magistrate (Ludhiana Demo),True
SANC-DEMO-002041,MPLAD-WRK-002102,MPLAD/PUR/2022/02041,2022-10-31,1603844.74,40-40-20,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-002042,MPLAD-WRK-002103,MPLAD/VAD/2023/02042,2023-11-07,2099433.87,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-002043,MPLAD-WRK-002104,MPLAD/KOZ/2024/02043,2024-03-12,1921931.2,40-40-20,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-002044,MPLAD-WRK-002105,MPLAD/AMR/2023/02044,2023-01-04,2989215.97,40-40-20,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-002045,MPLAD-WRK-002106,MPLAD/TIR/2025/02045,2025-02-06,1213607.56,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002046,MPLAD-WRK-002107,MPLAD/PAT/2025/02046,2025-02-15,1479948.8,40-40-20,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-002047,MPLAD-WRK-002108,MPLAD/WAR/2025/02047,2025-01-12,848659.4,50-50,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-002048,MPLAD-WRK-002109,MPLAD/MYS/2024/02048,2024-02-02,2830803.05,40-40-20,District Collector & Magistrate (Mysuru Demo),True
SANC-DEMO-002049,MPLAD-WRK-002110,MPLAD/DIB/2023/02049,2023-11-15,500150.74,50-50,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002050,MPLAD-WRK-002111,MPLAD/JOD/2023/02050,2023-03-31,1805365.12,40-40-20,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-002051,MPLAD-WRK-002112,MPLAD/KHO/2023/02051,2023-12-08,296740.54,50-50,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-002052,MPLAD-WRK-002113,MPLAD/JOD/2023/02052,2023-03-27,883424.39,50-50,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-002053,MPLAD-WRK-002114,MPLAD/PRA/2022/02053,2022-06-22,2270332.68,40-40-20,District Collector & Magistrate (Prayagraj Demo),True
SANC-DEMO-002054,MPLAD-WRK-002115,MPLAD/NOR/2025/02054,2025-01-13,985158.65,50-50,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-002055,MPLAD-WRK-002116,MPLAD/GWA/2023/02055,2023-10-12,2096449.17,40-40-20,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-002056,MPLAD-WRK-002117,MPLAD/PUR/2023/02056,2023-10-07,936282.67,50-50,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-002057,MPLAD-WRK-002118,MPLAD/JAI/2022/02057,2022-08-23,4244348.18,40-40-20,District Collector & Magistrate (Jaipur Demo),True
SANC-DEMO-002058,MPLAD-WRK-002119,MPLAD/THA/2023/02058,2023-06-09,2384247.96,40-40-20,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-002059,MPLAD-WRK-002120,MPLAD/TIR/2023/02059,2023-04-10,902221.75,50-50,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002060,MPLAD-WRK-002121,MPLAD/PUN/2022/02060,2022-05-20,1439435.35,40-40-20,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-002061,MPLAD-WRK-002122,MPLAD/SUR/2023/02061,2023-07-18,1324503.08,40-40-20,District Collector & Magistrate (Surat Demo),True
SANC-DEMO-002062,MPLAD-WRK-002123,MPLAD/KHO/2023/02062,2023-10-13,3075565.14,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-002063,MPLAD-WRK-002124,MPLAD/DAR/2024/02063,2024-06-28,1904131.71,40-40-20,District Collector & Magistrate (Darjeeling Demo),True
SANC-DEMO-002064,MPLAD-WRK-002125,MPLAD/PRA/2024/02064,2024-10-11,399048.25,50-50,District Collector & Magistrate (Prayagraj Demo),True
SANC-DEMO-002065,MPLAD-WRK-002126,MPLAD/GAY/2023/02065,2023-08-24,1871429.37,40-40-20,District Collector & Magistrate (Gaya Demo),True
SANC-DEMO-002066,MPLAD-WRK-002127,MPLAD/GAY/2022/02066,2022-05-15,538881.04,50-50,District Collector & Magistrate (Gaya Demo),True
SANC-DEMO-002067,MPLAD-WRK-002128,MPLAD/MAD/2022/02067,2022-12-31,4953088.5,40-40-20,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-002068,MPLAD-WRK-002130,MPLAD/THI/2024/02068,2024-11-02,2560334.14,40-40-20,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-002069,MPLAD-WRK-002131,MPLAD/GWA/2025/02069,2025-01-31,2159121.73,40-40-20,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-002070,MPLAD-WRK-002132,MPLAD/BEN/2024/02070,2024-01-03,734898.94,50-50,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-002071,MPLAD-WRK-002133,MPLAD/ERN/2024/02071,2024-06-23,977988.83,50-50,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-002072,MPLAD-WRK-002134,MPLAD/DIB/2024/02072,2024-01-12,2268169.4,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002073,MPLAD-WRK-002135,MPLAD/HYD/2023/02073,2023-01-30,1349100.62,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-002074,MPLAD-WRK-002136,MPLAD/VAD/2024/02074,2024-06-03,422099.31,50-50,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-002075,MPLAD-WRK-002137,MPLAD/WAR/2024/02075,2024-06-08,1409851.63,40-40-20,District Collector & Magistrate (Warangal Demo),True
SANC-DEMO-002076,MPLAD-WRK-002138,MPLAD/PUN/2024/02076,2024-09-28,1434102.91,40-40-20,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-002077,MPLAD-WRK-002139,MPLAD/CHE/2022/02077,2022-07-04,1764121.84,40-40-20,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-002078,MPLAD-WRK-002140,MPLAD/KHO/2023/02078,2023-05-28,1355251.4,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-002079,MPLAD-WRK-002141,MPLAD/SUR/2023/02079,2023-11-04,1326583.65,40-40-20,District Collector & Magistrate (Surat Demo),True
SANC-DEMO-002080,MPLAD-WRK-002142,MPLAD/THI/2023/02080,2023-07-20,221108.15,50-50,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-002081,MPLAD-WRK-002143,MPLAD/DIB/2023/02081,2023-04-05,1773025.3,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002082,MPLAD-WRK-002144,MPLAD/DHA/2024/02082,2024-08-27,665118.2,50-50,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-002083,MPLAD-WRK-002145,MPLAD/HYD/2024/02083,2024-10-20,1325005.7,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-002084,MPLAD-WRK-002146,MPLAD/THI/2023/02084,2023-06-10,721913.01,50-50,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-002085,MPLAD-WRK-002147,MPLAD/COI/2022/02085,2022-05-12,2099070.01,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-002086,MPLAD-WRK-002148,MPLAD/UDA/2022/02086,2022-10-18,756287.23,50-50,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-002087,MPLAD-WRK-002149,MPLAD/CHE/2024/02087,2024-11-22,3061897.77,40-40-20,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-002088,MPLAD-WRK-002151,MPLAD/COI/2022/02088,2022-09-22,679603.06,50-50,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-002089,MPLAD-WRK-002152,MPLAD/THA/2023/02089,2023-07-07,1915354.58,40-40-20,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-002090,MPLAD-WRK-002153,MPLAD/PUN/2023/02090,2023-08-10,2035068.54,40-40-20,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-002091,MPLAD-WRK-002154,MPLAD/AGR/2023/02091,2023-05-25,1554161.64,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-002092,MPLAD-WRK-002155,MPLAD/ERN/2022/02092,2022-10-31,1155154.3,40-40-20,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-002093,MPLAD-WRK-002156,MPLAD/DHA/2023/02093,2023-03-27,384683.92,50-50,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-002094,MPLAD-WRK-002157,MPLAD/DHA/2022/02094,2022-11-30,1415994.81,40-40-20,District Collector & Magistrate (Dharwad Demo),True
SANC-DEMO-002095,MPLAD-WRK-002158,MPLAD/GWA/2022/02095,2022-12-18,681045.51,50-50,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-002096,MPLAD-WRK-002159,MPLAD/AMR/2024/02096,2024-01-11,932890.01,50-50,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-002097,MPLAD-WRK-002160,MPLAD/LUC/2023/02097,2023-09-17,574499.01,50-50,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-002098,MPLAD-WRK-002161,MPLAD/KOT/2022/02098,2022-05-24,1242684.66,40-40-20,District Collector & Magistrate (Kota Demo),True
SANC-DEMO-002099,MPLAD-WRK-002162,MPLAD/AHM/2023/02099,2023-07-23,1102317.98,40-40-20,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-002100,MPLAD-WRK-002163,MPLAD/PRA/2023/02100,2023-03-08,632397.82,50-50,District Collector & Magistrate (Prayagraj Demo),True
SANC-DEMO-002101,MPLAD-WRK-002164,MPLAD/HYD/2024/02101,2024-01-25,1139840.75,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-002102,MPLAD-WRK-002165,MPLAD/BHO/2024/02102,2024-05-30,1848850.68,40-40-20,District Collector & Magistrate (Bhopal Demo),True
