inspection_id,work_id,inspection_date,inspector_designation,inspection_stage,rating,findings_summary,defects_observed,rectification_deadline,inspection_photo_ref,synthetic_demo_data
INSP-DEMO-001613,MPLAD-WRK-001279,2022-08-22,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001613.jpg,True
INSP-DEMO-001614,MPLAD-WRK-001280,2024-03-08,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001614.jpg,True
INSP-DEMO-001615,MPLAD-WRK-001281,2025-03-23,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001615.jpg,True
INSP-DEMO-001616,MPLAD-WRK-001283,2025-03-14,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001616.jpg,True
INSP-DEMO-001617,MPLAD-WRK-001284,2024-01-06,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001617.jpg,True
INSP-DEMO-001618,MPLAD-WRK-001285,2024-03-27,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001618.jpg,True
INSP-DEMO-001619,MPLAD-WRK-001287,2022-09-24,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001619.jpg,True
INSP-DEMO-001620,MPLAD-WRK-001288,2025-03-09,Executive Engineer - PWD (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001620.jpg,True
INSP-DEMO-001621,MPLAD-WRK-001288,2025-05-18,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001621.jpg,True
INSP-DEMO-001622,MPLAD-WRK-001289,2024-02-21,District Planning Officer (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2024-03-22,inspections/insp_demo_001622.jpg,True
INSP-DEMO-001623,MPLAD-WRK-001290,2024-09-10,Independent Quality Assessor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001623.jpg,True
INSP-DEMO-001624,MPLAD-WRK-001292,2025-03-01,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001624.jpg,True
INSP-DEMO-001625,MPLAD-WRK-001293,2023-06-10,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001625.jpg,True
INSP-DEMO-001626,MPLAD-WRK-001294,2024-01-23,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001626.jpg,True
INSP-DEMO-001627,MPLAD-WRK-001295,2023-02-19,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001627.jpg,True
INSP-DEMO-001628,MPLAD-WRK-001296,2024-06-25,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001628.jpg,True
INSP-DEMO-001629,MPLAD-WRK-001299,2024-07-14,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001629.jpg,True
INSP-DEMO-001630,MPLAD-WRK-001299,2024-09-25,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001630.jpg,True
INSP-DEMO-001631,MPLAD-WRK-001301,2024-04-30,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001631.jpg,True
INSP-DEMO-001632,MPLAD-WRK-001302,2024-05-13,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001632.jpg,True
INSP-DEMO-001633,MPLAD-WRK-001302,2024-06-24,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001633.jpg,True
INSP-DEMO-001634,MPLAD-WRK-001304,2025-02-15,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001634.jpg,True
INSP-DEMO-001635,MPLAD-WRK-001304,2025-03-19,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001635.jpg,True
INSP-DEMO-001636,MPLAD-WRK-001305,2024-01-06,District Planning Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001636.jpg,True
INSP-DEMO-001637,MPLAD-WRK-001305,2024-02-27,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001637.jpg,True
INSP-DEMO-001638,MPLAD-WRK-001305,2024-05-16,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001638.jpg,True
INSP-DEMO-001639,MPLAD-WRK-001306,2023-12-22,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001639.jpg,True
INSP-DEMO-001640,MPLAD-WRK-001306,2024-03-01,Sub-Divisional Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001640.jpg,True
INSP-DEMO-001641,MPLAD-WRK-001306,2024-04-28,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001641.jpg,True
INSP-DEMO-001642,MPLAD-WRK-001307,2024-10-09,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001642.jpg,True
INSP-DEMO-001643,MPLAD-WRK-001308,2023-10-10,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001643.jpg,True
INSP-DEMO-001644,MPLAD-WRK-001309,2024-02-29,District Planning Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001644.jpg,True
INSP-DEMO-001645,MPLAD-WRK-001309,2024-05-01,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001645.jpg,True
INSP-DEMO-001646,MPLAD-WRK-001310,2024-11-22,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001646.jpg,True
INSP-DEMO-001647,MPLAD-WRK-001311,2024-05-21,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001647.jpg,True
INSP-DEMO-001648,MPLAD-WRK-001313,2023-08-18,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001648.jpg,True
INSP-DEMO-001649,MPLAD-WRK-001314,2023-03-31,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001649.jpg,True
INSP-DEMO-001650,MPLAD-WRK-001315,2025-02-25,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001650.jpg,True
INSP-DEMO-001651,MPLAD-WRK-001316,2025-04-04,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001651.jpg,True
INSP-DEMO-001652,MPLAD-WRK-001316,2025-06-12,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001652.jpg,True
INSP-DEMO-001653,MPLAD-WRK-001317,2023-06-30,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001653.jpg,True
INSP-DEMO-001654,MPLAD-WRK-001318,2023-12-13,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001654.jpg,True
INSP-DEMO-001655,MPLAD-WRK-001320,2024-08-12,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001655.jpg,True
INSP-DEMO-001656,MPLAD-WRK-001322,2025-03-23,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001656.jpg,True
INSP-DEMO-001657,MPLAD-WRK-001323,2023-07-01,District Planning Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001657.jpg,True
INSP-DEMO-001658,MPLAD-WRK-001323,2023-09-20,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001658.jpg,True
INSP-DEMO-001659,MPLAD-WRK-001323,2023-10-28,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001659.jpg,True
INSP-DEMO-001660,MPLAD-WRK-001324,2025-05-13,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001660.jpg,True
INSP-DEMO-001661,MPLAD-WRK-001324,2025-07-12,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001661.jpg,True
INSP-DEMO-001662,MPLAD-WRK-001325,2025-04-19,Independent Quality Assessor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001662.jpg,True
INSP-DEMO-001663,MPLAD-WRK-001325,2025-06-27,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001663.jpg,True
INSP-DEMO-001664,MPLAD-WRK-001327,2024-05-20,Independent Quality Assessor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001664.jpg,True
INSP-DEMO-001665,MPLAD-WRK-001327,2024-07-09,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001665.jpg,True
INSP-DEMO-001666,MPLAD-WRK-001328,2024-01-22,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001666.jpg,True
INSP-DEMO-001667,MPLAD-WRK-001328,2024-03-29,Sub-Divisional Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001667.jpg,True
INSP-DEMO-001668,MPLAD-WRK-001328,2024-05-23,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001668.jpg,True
INSP-DEMO-001669,MPLAD-WRK-001330,2024-01-19,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001669.jpg,True
INSP-DEMO-001670,MPLAD-WRK-001331,2024-02-07,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001670.jpg,True
INSP-DEMO-001671,MPLAD-WRK-001331,2024-03-30,Sub-Divisional Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001671.jpg,True
INSP-DEMO-001672,MPLAD-WRK-001332,2025-03-02,Independent Quality Assessor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001672.jpg,True
INSP-DEMO-001673,MPLAD-WRK-001332,2025-05-13,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001673.jpg,True
INSP-DEMO-001674,MPLAD-WRK-001332,2025-07-01,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001674.jpg,True
INSP-DEMO-001675,MPLAD-WRK-001333,2025-01-14,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001675.jpg,True
INSP-DEMO-001676,MPLAD-WRK-001333,2025-03-24,District Planning Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001676.jpg,True
INSP-DEMO-001677,MPLAD-WRK-001333,2025-05-31,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001677.jpg,True
INSP-DEMO-001678,MPLAD-WRK-001335,2024-04-20,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001678.jpg,True
INSP-DEMO-001679,MPLAD-WRK-001337,2022-09-14,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001679.jpg,True
INSP-DEMO-001680,MPLAD-WRK-001337,2022-11-16,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001680.jpg,True
INSP-DEMO-001681,MPLAD-WRK-001337,2022-12-25,District Planning Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001681.jpg,True
INSP-DEMO-001682,MPLAD-WRK-001338,2025-03-06,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001682.jpg,True
INSP-DEMO-001683,MPLAD-WRK-001338,2025-05-20,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001683.jpg,True
INSP-DEMO-001684,MPLAD-WRK-001339,2025-04-16,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001684.jpg,True
INSP-DEMO-001685,MPLAD-WRK-001340,2025-02-03,District Planning Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001685.jpg,True
INSP-DEMO-001686,MPLAD-WRK-001340,2025-04-14,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001686.jpg,True
INSP-DEMO-001687,MPLAD-WRK-001342,2024-02-16,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001687.jpg,True
INSP-DEMO-001688,MPLAD-WRK-001343,2024-07-31,Independent Quality Assessor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001688.jpg,True
INSP-DEMO-001689,MPLAD-WRK-001343,2024-09-10,Executive Engineer - PWD (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001689.jpg,True
INSP-DEMO-001690,MPLAD-WRK-001343,2024-10-31,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001690.jpg,True
INSP-DEMO-001691,MPLAD-WRK-001344,2024-12-23,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001691.jpg,True
INSP-DEMO-001692,MPLAD-WRK-001344,2025-02-27,Sub-Divisional Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001692.jpg,True
INSP-DEMO-001693,MPLAD-WRK-001345,2022-11-23,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001693.jpg,True
INSP-DEMO-001694,MPLAD-WRK-001345,2023-01-20,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001694.jpg,True
INSP-DEMO-001695,MPLAD-WRK-001345,2023-03-11,Executive Engineer - PWD (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001695.jpg,True
INSP-DEMO-001696,MPLAD-WRK-001347,2024-02-11,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001696.jpg,True
INSP-DEMO-001697,MPLAD-WRK-001347,2024-04-09,Assistant Executive Engineer - Rural Works (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001697.jpg,True
INSP-DEMO-001698,MPLAD-WRK-001347,2024-05-29,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001698.jpg,True
INSP-DEMO-001699,MPLAD-WRK-001348,2022-09-08,District Planning Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001699.jpg,True
INSP-DEMO-001700,MPLAD-WRK-001348,2022-10-27,Executive Engineer - PWD (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001700.jpg,True
INSP-DEMO-001701,MPLAD-WRK-001349,2023-06-25,Sub-Divisional Officer (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001701.jpg,True
INSP-DEMO-001702,MPLAD-WRK-001349,2023-09-10,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001702.jpg,True
INSP-DEMO-001703,MPLAD-WRK-001350,2024-03-04,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001703.jpg,True
INSP-DEMO-001704,MPLAD-WRK-001350,2024-04-25,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001704.jpg,True
INSP-DEMO-001705,MPLAD-WRK-001351,2025-05-07,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001705.jpg,True
INSP-DEMO-001706,MPLAD-WRK-001352,2023-09-26,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001706.jpg,True
INSP-DEMO-001707,MPLAD-WRK-001352,2023-11-29,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001707.jpg,True
INSP-DEMO-001708,MPLAD-WRK-001354,2023-03-26,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001708.jpg,True
INSP-DEMO-001709,MPLAD-WRK-001355,2022-10-12,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001709.jpg,True
INSP-DEMO-001710,MPLAD-WRK-001356,2024-11-06,Executive Engineer - PWD (Demo),Final Quality Inspection,Requires Rectification,Site inspection conducted. Quality benchmark verified as Requires Rectification.,True,2024-12-06,inspections/insp_demo_001710.jpg,True
INSP-DEMO-001711,MPLAD-WRK-001358,2023-10-11,Independent Quality Assessor (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001711.jpg,True
INSP-DEMO-001712,MPLAD-WRK-001359,2024-01-04,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001712.jpg,True
INSP-DEMO-001713,MPLAD-WRK-001360,2024-10-02,District Planning Officer (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001713.jpg,True
INSP-DEMO-001714,MPLAD-WRK-001361,2023-03-25,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001714.jpg,True
INSP-DEMO-001715,MPLAD-WRK-001363,2024-04-01,Executive Engineer - PWD (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001715.jpg,True
INSP-DEMO-001716,MPLAD-WRK-001363,2024-05-13,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001716.jpg,True
INSP-DEMO-001717,MPLAD-WRK-001364,2024-05-31,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001717.jpg,True
INSP-DEMO-001718,MPLAD-WRK-001365,2025-01-16,Junior Engineer - Zilla Parishad (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001718.jpg,True
INSP-DEMO-001719,MPLAD-WRK-001365,2025-03-16,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001719.jpg,True
INSP-DEMO-001720,MPLAD-WRK-001366,2022-07-16,Sub-Divisional Officer (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001720.jpg,True
INSP-DEMO-001721,MPLAD-WRK-001367,2024-05-31,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001721.jpg,True
INSP-DEMO-001722,MPLAD-WRK-001369,2023-05-24,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001722.jpg,True
INSP-DEMO-001723,MPLAD-WRK-001370,2024-10-17,District Planning Officer (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001723.jpg,True
INSP-DEMO-001724,MPLAD-WRK-001371,2023-07-04,Technical Auditor - State Quality Monitor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001724.jpg,True
INSP-DEMO-001725,MPLAD-WRK-001372,2024-10-18,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001725.jpg,True
INSP-DEMO-001726,MPLAD-WRK-001373,2022-12-09,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001726.jpg,True
INSP-DEMO-001727,MPLAD-WRK-001373,2023-02-05,Sub-Divisional Officer (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001727.jpg,True
INSP-DEMO-001728,MPLAD-WRK-001373,2023-04-07,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001728.jpg,True
INSP-DEMO-001729,MPLAD-WRK-001375,2023-03-20,Assistant Executive Engineer - Rural Works (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001729.jpg,True
INSP-DEMO-001730,MPLAD-WRK-001376,2023-08-25,Technical Auditor - State Quality Monitor (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001730.jpg,True
INSP-DEMO-001731,MPLAD-WRK-001376,2023-11-08,Sub-Divisional Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001731.jpg,True
INSP-DEMO-001732,MPLAD-WRK-001376,2023-12-24,Junior Engineer - Zilla Parishad (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001732.jpg,True
INSP-DEMO-001733,MPLAD-WRK-001379,2024-04-08,Executive Engineer - PWD (Demo),Final Quality Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001733.jpg,True
INSP-DEMO-001734,MPLAD-WRK-001380,2024-06-28,Independent Quality Assessor (Demo),Final Quality Inspection,Satisfactory,Site inspection conducted. Quality benchmark verified as Satisfactory.,False,,inspections/insp_demo_001734.jpg,True
INSP-DEMO-001735,MPLAD-WRK-001382,2023-06-29,District Planning Officer (Demo),Interim Progress Inspection,Good,Site inspection conducted. Quality benchmark verified as Good.,False,,inspections/insp_demo_001735.jpg,True
INSP-DEMO-001736,MPLAD-WRK-001382,2023-08-12,Executive Engineer - PWD (Demo),Interim Progress Inspection,Excellent,Site inspection conducted. Quality benchmark verified as Excellent.,False,,inspections/insp_demo_001736.jpg,True
