sanction_id,work_id,sanction_order_number,sanction_date,sanctioned_amount,installment_schedule,approving_authority,synthetic_demo_data
SANC-DEMO-002313,MPLAD-WRK-002384,MPLAD/NAS/2023/02313,2023-02-01,1441418.27,40-40-20,District Collector & Magistrate (Nashik Demo),True
SANC-DEMO-002314,MPLAD-WRK-002385,MPLAD/PUR/2023/02314,2023-11-02,1276044.33,40-40-20,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-002315,MPLAD-WRK-002386,MPLAD/AJM/2023/02315,2023-07-23,910389.54,50-50,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-002316,MPLAD-WRK-002387,MPLAD/NOR/2023/02316,2023-04-10,964434.47,50-50,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-002317,MPLAD-WRK-002388,MPLAD/MYS/2024/02317,2024-03-26,1860621.35,40-40-20,District Collector & Magistrate (Mysuru Demo),True
SANC-DEMO-002318,MPLAD-WRK-002389,MPLAD/AHM/2023/02318,2023-10-19,1437567.89,40-40-20,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-002319,MPLAD-WRK-002390,MPLAD/TIR/2024/02319,2024-06-12,1295534.16,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002320,MPLAD-WRK-002391,MPLAD/ERN/2023/02320,2023-01-21,412394.16,50-50,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-002321,MPLAD-WRK-002392,MPLAD/VAD/2023/02321,2023-03-30,1803509.7,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-002322,MPLAD-WRK-002393,MPLAD/LUD/2024/02322,2024-03-30,742345.32,50-50,District Collector & Magistrate (Ludhiana Demo),True
SANC-DEMO-002323,MPLAD-WRK-002394,MPLAD/AUR/2024/02323,2024-03-20,971968.98,50-50,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-002324,MPLAD-WRK-002395,MPLAD/KAN/2022/02324,2022-07-07,654048.57,50-50,District Collector & Magistrate (Kanpur Nagar Demo),True
SANC-DEMO-002325,MPLAD-WRK-002396,MPLAD/AHM/2022/02325,2022-11-15,731705.57,50-50,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-002326,MPLAD-WRK-002397,MPLAD/GAY/2024/02326,2024-02-02,1071434.9,40-40-20,District Collector & Magistrate (Gaya Demo),True
SANC-DEMO-002327,MPLAD-WRK-002398,MPLAD/VAR/2022/02327,2022-11-05,2325717.85,40-40-20,District Collector & Magistrate (Varanasi Demo),True
SANC-DEMO-002328,MPLAD-WRK-002399,MPLAD/PUN/2024/02328,2024-08-12,346225.24,50-50,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-002329,MPLAD-WRK-002400,MPLAD/THA/2025/02329,2025-01-02,3254834.89,40-40-20,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-002330,MPLAD-WRK-002401,MPLAD/GWA/2023/02330,2023-04-22,2488217.91,40-40-20,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-002331,MPLAD-WRK-002402,MPLAD/KAN/2023/02331,2023-10-31,433246.24,50-50,District Collector & Magistrate (Kanpur Nagar Demo),True
SANC-DEMO-002332,MPLAD-WRK-002403,MPLAD/BEL/2022/02332,2022-05-27,1204309.82,40-40-20,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-002333,MPLAD-WRK-002404,MPLAD/VAR/2023/02333,2023-08-23,1905135.9,40-40-20,District Collector & Magistrate (Varanasi Demo),True
SANC-DEMO-002334,MPLAD-WRK-002405,MPLAD/PUR/2022/02334,2022-08-31,1561626.07,40-40-20,District Collector & Magistrate (Purba Medinipur Demo),True
SANC-DEMO-002335,MPLAD-WRK-002406,MPLAD/DAR/2023/02335,2023-11-03,549514.69,50-50,District Collector & Magistrate (Darjeeling Demo),True
SANC-DEMO-002336,MPLAD-WRK-002407,MPLAD/PUN/2025/02336,2025-03-15,2366985.68,40-40-20,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-002337,MPLAD-WRK-002408,MPLAD/AHM/2025/02337,2025-02-21,517470.55,50-50,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-002338,MPLAD-WRK-002409,MPLAD/AUR/2024/02338,2024-12-05,1492484.77,40-40-20,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-002339,MPLAD-WRK-002410,MPLAD/KRI/2023/02339,2023-09-28,2795873.78,40-40-20,District Collector & Magistrate (Krishna Demo),True
SANC-DEMO-002340,MPLAD-WRK-002411,MPLAD/NAG/2023/02340,2023-10-12,977961.31,50-50,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-002341,MPLAD-WRK-002412,MPLAD/COI/2022/02341,2022-10-29,1127039.55,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-002342,MPLAD-WRK-002413,MPLAD/JOD/2024/02342,2024-10-25,3490615.76,40-40-20,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-002343,MPLAD-WRK-002414,MPLAD/SAL/2024/02343,2024-01-22,1839214.36,40-40-20,District Collector & Magistrate (Salem Demo),True
SANC-DEMO-002344,MPLAD-WRK-002415,MPLAD/THI/2023/02344,2023-06-06,801458.33,50-50,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-002345,MPLAD-WRK-002416,MPLAD/GWA/2023/02345,2023-04-19,1659586.79,40-40-20,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-002346,MPLAD-WRK-002417,MPLAD/KOT/2022/02346,2022-05-26,1544153.4,40-40-20,District Collector & Magistrate (Kota Demo),True
SANC-DEMO-002347,MPLAD-WRK-002418,MPLAD/RAJ/2022/02347,2022-08-26,1532416.46,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-002348,MPLAD-WRK-002419,MPLAD/UDA/2024/02348,2024-04-24,1987265.19,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-002349,MPLAD-WRK-002420,MPLAD/MYS/2022/02349,2022-07-22,1428085.74,40-40-20,District Collector & Magistrate (Mysuru Demo),True
SANC-DEMO-002350,MPLAD-WRK-002421,MPLAD/NAG/2023/02350,2023-03-08,2531217.63,40-40-20,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-002351,MPLAD-WRK-002423,MPLAD/KRI/2022/02351,2022-05-30,2994565.12,40-40-20,District Collector & Magistrate (Krishna Demo),True
SANC-DEMO-002352,MPLAD-WRK-002424,MPLAD/JAI/2022/02352,2022-12-10,168689.44,50-50,District Collector & Magistrate (Jaipur Demo),True
SANC-DEMO-002353,MPLAD-WRK-002425,MPLAD/BEN/2024/02353,2024-09-11,612164.53,50-50,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-002354,MPLAD-WRK-002426,MPLAD/PAT/2022/02354,2022-10-04,3392264.16,40-40-20,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-002355,MPLAD-WRK-002427,MPLAD/DAK/2024/02355,2024-01-06,1230558.85,40-40-20,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-002356,MPLAD-WRK-002428,MPLAD/TIR/2022/02356,2022-08-12,954534.72,50-50,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002357,MPLAD-WRK-002429,MPLAD/DAK/2023/02357,2023-12-15,1143119.98,40-40-20,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-002358,MPLAD-WRK-002430,MPLAD/THA/2023/02358,2023-12-22,1999149.03,40-40-20,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-002359,MPLAD-WRK-002431,MPLAD/PAT/2024/02359,2024-04-02,329139.59,50-50,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-002360,MPLAD-WRK-002432,MPLAD/KOZ/2025/02360,2025-02-01,2610438.77,40-40-20,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-002361,MPLAD-WRK-002433,MPLAD/ERN/2023/02361,2023-06-09,2154765.22,40-40-20,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-002362,MPLAD-WRK-002434,MPLAD/AHM/2024/02362,2024-05-20,1383094.03,40-40-20,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-002363,MPLAD-WRK-002435,MPLAD/AMR/2024/02363,2024-03-23,1297167.12,40-40-20,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-002364,MPLAD-WRK-002437,MPLAD/NAG/2022/02364,2022-08-25,507916.81,50-50,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-002365,MPLAD-WRK-002438,MPLAD/NOR/2022/02365,2022-05-08,454289.12,50-50,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-002366,MPLAD-WRK-002439,MPLAD/NOR/2022/02366,2022-07-26,781833.23,50-50,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-002367,MPLAD-WRK-002440,MPLAD/THI/2024/02367,2024-04-22,2484291.12,40-40-20,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-002368,MPLAD-WRK-002441,MPLAD/BEN/2025/02368,2025-01-26,2671061.7,40-40-20,District Collector & Magistrate (Bengaluru Urban Demo),True
SANC-DEMO-002369,MPLAD-WRK-002442,MPLAD/LUD/2024/02369,2024-07-26,2203316.83,40-40-20,District Collector & Magistrate (Ludhiana Demo),True
SANC-DEMO-002370,MPLAD-WRK-002443,MPLAD/ERN/2023/02370,2023-03-25,452115.38,50-50,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-002371,MPLAD-WRK-002445,MPLAD/LUC/2023/02371,2023-09-30,1086073.6,40-40-20,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-002372,MPLAD-WRK-002446,MPLAD/DIB/2022/02372,2022-06-20,665850.72,50-50,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002373,MPLAD-WRK-002447,MPLAD/THI/2023/02373,2023-08-17,2700916.89,40-40-20,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-002374,MPLAD-WRK-002449,MPLAD/MAD/2024/02374,2024-04-29,1331294.56,40-40-20,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-002375,MPLAD-WRK-002450,MPLAD/AHM/2023/02375,2023-05-06,2131939.83,40-40-20,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-002376,MPLAD-WRK-002451,MPLAD/TIR/2024/02376,2024-06-28,2523152.28,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002377,MPLAD-WRK-002452,MPLAD/JOD/2023/02377,2023-03-13,1797708.4,40-40-20,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-002378,MPLAD-WRK-002453,MPLAD/DIB/2022/02378,2022-09-13,1659519.49,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002379,MPLAD-WRK-002454,MPLAD/COI/2023/02379,2023-11-04,3177297.58,40-40-20,District Collector & Magistrate (Coimbatore Demo),True
SANC-DEMO-002380,MPLAD-WRK-002455,MPLAD/NAG/2023/02380,2023-09-09,906734.2,50-50,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-002381,MPLAD-WRK-002456,MPLAD/IND/2024/02381,2024-06-20,4031850.82,40-40-20,District Collector & Magistrate (Indore Demo),True
SANC-DEMO-002382,MPLAD-WRK-002457,MPLAD/NOR/2024/02382,2024-08-18,1959598.65,40-40-20,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-002383,MPLAD-WRK-002458,MPLAD/HYD/2024/02383,2024-03-16,1720238.12,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-002384,MPLAD-WRK-002459,MPLAD/NAG/2023/02384,2023-04-20,2062792.33,40-40-20,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-002385,MPLAD-WRK-002460,MPLAD/HYD/2025/02385,2025-03-04,554419.93,50-50,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-002386,MPLAD-WRK-002461,MPLAD/RAJ/2024/02386,2024-11-23,1128854.03,40-40-20,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-002387,MPLAD-WRK-002462,MPLAD/AMR/2025/02387,2025-03-09,225653.01,50-50,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-002388,MPLAD-WRK-002463,MPLAD/ERN/2022/02388,2022-08-31,6768517.82,40-40-20,District Collector & Magistrate (Ernakulam Demo),True
SANC-DEMO-002389,MPLAD-WRK-002464,MPLAD/GAY/2024/02389,2024-05-13,788554.67,50-50,District Collector & Magistrate (Gaya Demo),True
SANC-DEMO-002390,MPLAD-WRK-002465,MPLAD/PRA/2023/02390,2023-03-14,4322587.51,40-40-20,District Collector & Magistrate (Prayagraj Demo),True
SANC-DEMO-002391,MPLAD-WRK-002466,MPLAD/KHO/2024/02391,2024-06-11,351187.09,50-50,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-002392,MPLAD-WRK-002467,MPLAD/KOL/2024/02392,2024-06-20,1874620.67,40-40-20,District Collector & Magistrate (Kolkata Demo),True
SANC-DEMO-002393,MPLAD-WRK-002468,MPLAD/DIB/2024/02393,2024-10-08,421589.97,50-50,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002394,MPLAD-WRK-002469,MPLAD/BEL/2024/02394,2024-09-19,924531.02,50-50,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-002395,MPLAD-WRK-002470,MPLAD/KHO/2024/02395,2024-11-22,1045280.19,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-002396,MPLAD-WRK-002471,MPLAD/CHE/2024/02396,2024-04-24,2088947.89,40-40-20,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-002397,MPLAD-WRK-002472,MPLAD/SUR/2024/02397,2024-07-22,1677891.18,40-40-20,District Collector & Magistrate (Surat Demo),True
SANC-DEMO-002398,MPLAD-WRK-002473,MPLAD/AMR/2024/02398,2024-07-19,1186698.25,40-40-20,District Collector & Magistrate (Amritsar Demo),True
SANC-DEMO-002399,MPLAD-WRK-002474,MPLAD/HYD/2022/02399,2022-10-18,1397114.06,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-002400,MPLAD-WRK-002475,MPLAD/DIB/2023/02400,2023-10-28,542109.55,50-50,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002401,MPLAD-WRK-002476,MPLAD/PAT/2022/02401,2022-10-07,520528.61,50-50,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-002402,MPLAD-WRK-002477,MPLAD/VAR/2023/02402,2023-08-05,1369244.13,40-40-20,District Collector & Magistrate (Varanasi Demo),True
SANC-DEMO-002403,MPLAD-WRK-002478,MPLAD/VAD/2024/02403,2024-11-13,1241928.8,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-002404,MPLAD-WRK-002479,MPLAD/UDA/2023/02404,2023-01-09,1084055.48,40-40-20,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-002405,MPLAD-WRK-002480,MPLAD/TIR/2022/02405,2022-07-05,751959.07,50-50,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002406,MPLAD-WRK-002481,MPLAD/AGR/2022/02406,2022-09-01,1122468.89,40-40-20,District Collector & Magistrate (Agra Demo),True
SANC-DEMO-002407,MPLAD-WRK-002482,MPLAD/BEL/2023/02407,2023-09-28,1881159.96,40-40-20,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-002408,MPLAD-WRK-002483,MPLAD/AJM/2022/02408,2022-12-27,2402633.55,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-002409,MPLAD-WRK-002485,MPLAD/IND/2024/02409,2024-09-10,1391337.53,40-40-20,District Collector & Magistrate (Indore Demo),True
SANC-DEMO-002410,MPLAD-WRK-002486,MPLAD/PAT/2024/02410,2024-09-15,2803612.64,40-40-20,District Collector & Magistrate (Patna Demo),True
SANC-DEMO-002411,MPLAD-WRK-002487,MPLAD/RAJ/2023/02411,2023-01-18,403013.44,50-50,District Collector & Magistrate (Rajkot Demo),True
SANC-DEMO-002412,MPLAD-WRK-002488,MPLAD/NOR/2023/02412,2023-08-03,2879804.34,40-40-20,District Collector & Magistrate (North 24 Parganas Demo),True
SANC-DEMO-002413,MPLAD-WRK-002489,MPLAD/TIR/2023/02413,2023-10-05,5518746.78,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002414,MPLAD-WRK-002490,MPLAD/CHE/2024/02414,2024-03-28,2002705.08,40-40-20,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-002415,MPLAD-WRK-002491,MPLAD/VAD/2023/02415,2023-02-02,4755413.57,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-002416,MPLAD-WRK-002492,MPLAD/NAG/2022/02416,2022-10-07,1456039.24,40-40-20,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-002417,MPLAD-WRK-002493,MPLAD/AUR/2023/02417,2023-05-04,586561.94,50-50,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-002418,MPLAD-WRK-002494,MPLAD/DIB/2024/02418,2024-01-17,2013176.7,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002419,MPLAD-WRK-002495,MPLAD/SUR/2023/02419,2023-10-18,771747.51,50-50,District Collector & Magistrate (Surat Demo),True
SANC-DEMO-002420,MPLAD-WRK-002496,MPLAD/JAI/2024/02420,2024-03-18,743125.78,50-50,District Collector & Magistrate (Jaipur Demo),True
SANC-DEMO-002421,MPLAD-WRK-002497,MPLAD/IND/2024/02421,2024-12-03,1122887.46,40-40-20,District Collector & Magistrate (Indore Demo),True
SANC-DEMO-002422,MPLAD-WRK-002498,MPLAD/VAD/2024/02422,2024-08-09,2579427.57,40-40-20,District Collector & Magistrate (Vadodara Demo),True
SANC-DEMO-002423,MPLAD-WRK-002499,MPLAD/CUT/2024/02423,2024-09-29,1994831.38,40-40-20,District Collector & Magistrate (Cuttack Demo),True
SANC-DEMO-002424,MPLAD-WRK-002500,MPLAD/KOL/2022/02424,2022-12-20,662623.83,50-50,District Collector & Magistrate (Kolkata Demo),True
SANC-DEMO-002425,MPLAD-WRK-002501,MPLAD/VAR/2022/02425,2022-08-26,1103489.38,40-40-20,District Collector & Magistrate (Varanasi Demo),True
SANC-DEMO-002426,MPLAD-WRK-002502,MPLAD/JAI/2023/02426,2023-08-14,976196.63,50-50,District Collector & Magistrate (Jaipur Demo),True
SANC-DEMO-002427,MPLAD-WRK-002503,MPLAD/HYD/2022/02427,2022-12-18,1100386.05,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-002428,MPLAD-WRK-002504,MPLAD/MUZ/2022/02428,2022-10-29,782850.41,50-50,District Collector & Magistrate (Muzaffarpur Demo),True
SANC-DEMO-002429,MPLAD-WRK-002505,MPLAD/NAG/2022/02429,2022-12-22,987053.44,50-50,District Collector & Magistrate (Nagpur Demo),True
SANC-DEMO-002430,MPLAD-WRK-002506,MPLAD/DAR/2024/02430,2024-01-29,3362867.0,40-40-20,District Collector & Magistrate (Darjeeling Demo),True
SANC-DEMO-002431,MPLAD-WRK-002509,MPLAD/JAI/2025/02431,2025-01-24,1726263.31,40-40-20,District Collector & Magistrate (Jaipur Demo),True
SANC-DEMO-002432,MPLAD-WRK-002510,MPLAD/BEL/2024/02432,2024-02-21,1177732.81,40-40-20,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-002433,MPLAD-WRK-002511,MPLAD/KOZ/2023/02433,2023-01-08,1696459.81,40-40-20,District Collector & Magistrate (Kozhikode Demo),True
SANC-DEMO-002434,MPLAD-WRK-002512,MPLAD/UDA/2023/02434,2023-05-20,375966.02,50-50,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-002435,MPLAD-WRK-002513,MPLAD/HYD/2024/02435,2024-08-20,2355221.91,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-002436,MPLAD-WRK-002514,MPLAD/AHM/2025/02436,2025-02-06,1371119.53,40-40-20,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-002437,MPLAD-WRK-002515,MPLAD/KAM/2023/02437,2023-06-12,1266153.42,40-40-20,District Collector & Magistrate (Kamrup Metropolitan Demo),True
SANC-DEMO-002438,MPLAD-WRK-002516,MPLAD/KAN/2023/02438,2023-01-04,5209206.59,40-40-20,District Collector & Magistrate (Kanpur Nagar Demo),True
SANC-DEMO-002439,MPLAD-WRK-002517,MPLAD/AHM/2023/02439,2023-12-02,1187279.53,40-40-20,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-002440,MPLAD-WRK-002518,MPLAD/DAR/2023/02440,2023-06-30,1556934.42,40-40-20,District Collector & Magistrate (Darjeeling Demo),True
SANC-DEMO-002441,MPLAD-WRK-002519,MPLAD/KAM/2022/02441,2022-11-03,5816600.13,40-40-20,District Collector & Magistrate (Kamrup Metropolitan Demo),True
SANC-DEMO-002442,MPLAD-WRK-002520,MPLAD/KAN/2023/02442,2023-09-01,1613289.83,40-40-20,District Collector & Magistrate (Kanpur Nagar Demo),True
SANC-DEMO-002443,MPLAD-WRK-002521,MPLAD/DIB/2024/02443,2024-06-01,660822.06,50-50,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002444,MPLAD-WRK-002522,MPLAD/MAD/2022/02444,2022-07-02,1775114.77,40-40-20,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-002445,MPLAD-WRK-002523,MPLAD/DIB/2024/02445,2024-11-21,2809762.04,40-40-20,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002446,MPLAD-WRK-002524,MPLAD/MAD/2022/02446,2022-12-17,585745.0,50-50,District Collector & Magistrate (Madurai Demo),True
SANC-DEMO-002447,MPLAD-WRK-002525,MPLAD/TIR/2024/02447,2024-06-15,437267.88,50-50,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002448,MPLAD-WRK-002526,MPLAD/JOD/2022/02448,2022-10-09,2741749.39,40-40-20,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-002449,MPLAD-WRK-002527,MPLAD/KOL/2022/02449,2022-12-02,1012709.38,40-40-20,District Collector & Magistrate (Kolkata Demo),True
SANC-DEMO-002450,MPLAD-WRK-002528,MPLAD/CHE/2024/02450,2024-07-30,1505170.82,40-40-20,District Collector & Magistrate (Chennai Demo),True
SANC-DEMO-002451,MPLAD-WRK-002529,MPLAD/KHO/2023/02451,2023-06-07,1031224.79,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-002452,MPLAD-WRK-002530,MPLAD/UDA/2023/02452,2023-01-01,837962.34,50-50,District Collector & Magistrate (Udaipur Demo),True
SANC-DEMO-002453,MPLAD-WRK-002531,MPLAD/LUC/2024/02453,2024-04-05,628547.69,50-50,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-002454,MPLAD-WRK-002532,MPLAD/HYD/2023/02454,2023-06-12,2326313.49,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-002455,MPLAD-WRK-002533,MPLAD/LUC/2024/02455,2024-11-17,884889.59,50-50,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-002456,MPLAD-WRK-002534,MPLAD/AJM/2022/02456,2022-11-19,1376221.68,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-002457,MPLAD-WRK-002535,MPLAD/AUR/2024/02457,2024-04-19,1466993.91,40-40-20,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-002458,MPLAD-WRK-002536,MPLAD/KHO/2023/02458,2023-06-15,3329460.23,40-40-20,District Collector & Magistrate (Khordha Demo),True
SANC-DEMO-002459,MPLAD-WRK-002537,MPLAD/HYD/2022/02459,2022-10-13,1461889.31,40-40-20,District Collector & Magistrate (Hyderabad Demo),True
SANC-DEMO-002460,MPLAD-WRK-002538,MPLAD/BEL/2024/02460,2024-03-01,1172702.19,40-40-20,District Collector & Magistrate (Belagavi Demo),True
SANC-DEMO-002461,MPLAD-WRK-002539,MPLAD/KAM/2024/02461,2024-05-24,3129932.43,40-40-20,District Collector & Magistrate (Kamrup Metropolitan Demo),True
SANC-DEMO-002462,MPLAD-WRK-002540,MPLAD/PUN/2022/02462,2022-12-09,1569891.87,40-40-20,District Collector & Magistrate (Pune Demo),True
SANC-DEMO-002463,MPLAD-WRK-002541,MPLAD/DIB/2024/02463,2024-07-21,725931.13,50-50,District Collector & Magistrate (Dibrugarh Demo),True
SANC-DEMO-002464,MPLAD-WRK-002542,MPLAD/AUR/2022/02464,2022-05-03,808477.45,50-50,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-002465,MPLAD-WRK-002543,MPLAD/NAS/2022/02465,2022-06-16,1110707.82,40-40-20,District Collector & Magistrate (Nashik Demo),True
SANC-DEMO-002466,MPLAD-WRK-002544,MPLAD/TIR/2023/02466,2023-02-21,2123622.64,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002467,MPLAD-WRK-002545,MPLAD/THA/2024/02467,2024-09-09,3141386.87,40-40-20,District Collector & Magistrate (Thane Demo),True
SANC-DEMO-002468,MPLAD-WRK-002546,MPLAD/KRI/2024/02468,2024-11-19,896272.73,50-50,District Collector & Magistrate (Krishna Demo),True
SANC-DEMO-002469,MPLAD-WRK-002547,MPLAD/DAK/2023/02469,2023-10-29,2148442.67,40-40-20,District Collector & Magistrate (Dakshina Kannada Demo),True
SANC-DEMO-002470,MPLAD-WRK-002548,MPLAD/GWA/2023/02470,2023-04-14,1752302.51,40-40-20,District Collector & Magistrate (Gwalior Demo),True
SANC-DEMO-002471,MPLAD-WRK-002549,MPLAD/JOD/2022/02471,2022-08-05,1139547.87,40-40-20,District Collector & Magistrate (Jodhpur Demo),True
SANC-DEMO-002472,MPLAD-WRK-002550,MPLAD/AJM/2024/02472,2024-06-13,1588092.51,40-40-20,District Collector & Magistrate (Ajmer Demo),True
SANC-DEMO-002473,MPLAD-WRK-002551,MPLAD/SAL/2024/02473,2024-04-23,672624.66,50-50,District Collector & Magistrate (Salem Demo),True
SANC-DEMO-002474,MPLAD-WRK-002552,MPLAD/AUR/2023/02474,2023-12-02,755037.06,50-50,District Collector & Magistrate (Aurangabad Demo),True
SANC-DEMO-002475,MPLAD-WRK-002553,MPLAD/LUC/2024/02475,2024-02-18,421865.09,50-50,District Collector & Magistrate (Lucknow Demo),True
SANC-DEMO-002476,MPLAD-WRK-002554,MPLAD/TIR/2022/02476,2022-08-05,2263550.11,40-40-20,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002477,MPLAD-WRK-002555,MPLAD/SUR/2022/02477,2022-07-31,4842963.44,40-40-20,District Collector & Magistrate (Surat Demo),True
SANC-DEMO-002478,MPLAD-WRK-002556,MPLAD/THI/2023/02478,2023-01-23,1630370.45,40-40-20,District Collector & Magistrate (Thiruvananthapuram Demo),True
SANC-DEMO-002479,MPLAD-WRK-002557,MPLAD/AHM/2023/02479,2023-11-25,581120.16,50-50,District Collector & Magistrate (Ahmedabad Demo),True
SANC-DEMO-002480,MPLAD-WRK-002558,MPLAD/TIR/2025/02480,2025-03-30,631485.05,50-50,District Collector & Magistrate (Tiruchirappalli Demo),True
SANC-DEMO-002481,MPLAD-WRK-002559,MPLAD/DAR/2023/02481,2023-03-01,1360656.6,40-40-20,District Collector & Magistrate (Darjeeling Demo),True
SANC-DEMO-002482,MPLAD-WRK-002560,MPLAD/JAI/2024/02482,2024-02-21,1458171.03,40-40-20,District Collector & Magistrate (Jaipur Demo),True
