asset_id,work_id,asset_name,category,location_description,latitude,longitude,handover_date,custodian_department,maintenance_status,synthetic_demo_data
AST-DEMO-001386,MPLAD-WRK-003058,Health & Sanitation Asset - Construction of Modern Primary Health Su,Health & Sanitation,"Jodhpur, Rajasthan",26.309,73.006324,2024-11-22,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001387,MPLAD-WRK-003060,"Roads, Pathways & Bridges Asset - Construction of Concrete Cement (CC) Roa","Roads, Pathways & Bridges","Dharwad, Karnataka",15.397518,75.034397,2025-10-30,Dharwad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001388,MPLAD-WRK-003061,Drinking Water Asset - Rejuvenation of Traditional Drinking Wat,Drinking Water,"Indore, Madhya Pradesh",22.7145,75.790337,2025-05-01,Indore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001389,MPLAD-WRK-003069,Renewable & Solar Energy Asset - Installation of Solar-Powered Cold Stora,Renewable & Solar Energy,"Dakshina Kannada, Karnataka",12.904231,74.834447,2024-10-29,Dakshina Kannada Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001390,MPLAD-WRK-003070,Community Infrastructure & Halls Asset - Development of Senior Citizens Recreatio,Community Infrastructure & Halls,"Prayagraj, Uttar Pradesh",25.396518,81.775082,2025-11-11,Prayagraj Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001391,MPLAD-WRK-003072,Renewable & Solar Energy Asset - Installation of Solar-Powered Cold Stora,Renewable & Solar Energy,"Chennai, Tamil Nadu",13.082574,80.233123,2024-08-05,Chennai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001392,MPLAD-WRK-003073,Health & Sanitation Asset - Upgradation of Pediatric & Maternal Care,Health & Sanitation,"Gwalior, Madhya Pradesh",26.232546,78.241315,2025-10-14,Gwalior Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001393,MPLAD-WRK-003074,Irrigation & Flood Control Asset - Construction of Flood Protection Embankm,Irrigation & Flood Control,"Ernakulam, Kerala",9.911207,76.352925,2024-10-31,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001394,MPLAD-WRK-003075,Sports & Youth Development Asset - Construction of Multi-Sport Outdoor Gymn,Sports & Youth Development,"Kamrup Metropolitan, Assam",26.071168,91.769094,2023-07-28,Kamrup Metropolitan Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001395,MPLAD-WRK-003076,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Aurangabad, Maharashtra",19.925194,75.289777,2025-07-03,Aurangabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001396,MPLAD-WRK-003077,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Hyderabad, Telangana",17.414799,78.518962,2024-01-09,Hyderabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001397,MPLAD-WRK-003079,Education Infrastructure Asset - Construction of Multi-Purpose Auditorium,Education Infrastructure,"Kolkata, West Bengal",22.61028,88.30242,2025-06-24,Kolkata Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001398,MPLAD-WRK-003082,"Roads, Pathways & Bridges Asset - Construction of Concrete Cement (CC) Roa","Roads, Pathways & Bridges","Agra, Uttar Pradesh",27.206815,78.067145,2024-06-19,Agra Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001399,MPLAD-WRK-003084,Drinking Water Asset - Laying of Potable Water Supply Pipeline ,Drinking Water,"Nashik, Maharashtra",19.923199,73.758534,2022-11-20,Nashik Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001400,MPLAD-WRK-003085,Health & Sanitation Asset - Construction of Modern Primary Health Su,Health & Sanitation,"Krishna, Andhra Pradesh",16.133591,81.168664,2025-02-10,Krishna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001401,MPLAD-WRK-003088,Drinking Water Asset - Rejuvenation of Traditional Drinking Wat,Drinking Water,"Udaipur, Rajasthan",24.513824,73.695878,2024-05-05,Udaipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001402,MPLAD-WRK-003089,Renewable & Solar Energy Asset - Installation of Solar-Powered Cold Stora,Renewable & Solar Energy,"Kanpur Nagar, Uttar Pradesh",26.513137,80.307244,2024-09-20,Kanpur Nagar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001403,MPLAD-WRK-003090,Drinking Water Asset - Installation of Community Water Purifica,Drinking Water,"Muzaffarpur, Bihar",26.112906,85.382916,2025-10-26,Muzaffarpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001404,MPLAD-WRK-003092,Health & Sanitation Asset - Construction of Modern Primary Health Su,Health & Sanitation,"Kanpur Nagar, Uttar Pradesh",26.407841,80.300006,2025-05-08,Kanpur Nagar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001405,MPLAD-WRK-003093,Sports & Youth Development Asset - Laying of Synthetic Volleyball and Badmi,Sports & Youth Development,"Dharwad, Karnataka",15.524614,75.012403,2024-09-26,Dharwad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001406,MPLAD-WRK-003094,Irrigation & Flood Control Asset - Construction of Rainwater Harvesting Sum,Irrigation & Flood Control,"Visakhapatnam, Andhra Pradesh",17.691379,83.281887,2025-02-09,Visakhapatnam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001407,MPLAD-WRK-003095,Community Infrastructure & Halls Asset - Construction of Multi-Purpose Community ,Community Infrastructure & Halls,"Khordha, Odisha",20.268818,85.842796,2024-04-08,Khordha Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001408,MPLAD-WRK-003097,Education Infrastructure Asset - Construction of Multi-Purpose Auditorium,Education Infrastructure,"Indore, Madhya Pradesh",22.654463,75.927687,2023-07-24,Indore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001409,MPLAD-WRK-003099,Education Infrastructure Asset - Installation of Rooftop Solar Energy Sys,Education Infrastructure,"Tiruchirappalli, Tamil Nadu",10.715749,78.65146,2023-08-02,Tiruchirappalli Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001410,MPLAD-WRK-003102,Education Infrastructure Asset - Installation of Rooftop Solar Energy Sys,Education Infrastructure,"Ludhiana, Punjab",30.903937,75.821518,2023-04-29,Ludhiana Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001411,MPLAD-WRK-003104,"Roads, Pathways & Bridges Asset - Paving of Paver-Block Pedestrian Pathway","Roads, Pathways & Bridges","Indore, Madhya Pradesh",22.659491,75.898363,2025-06-13,Indore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001412,MPLAD-WRK-003105,"Roads, Pathways & Bridges Asset - Construction of High-Level RCC Box Culve","Roads, Pathways & Bridges","Jodhpur, Rajasthan",26.24547,73.064296,2025-09-30,Jodhpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001413,MPLAD-WRK-003108,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Gwalior, Madhya Pradesh",26.191922,78.244576,2024-05-12,Gwalior Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001414,MPLAD-WRK-003109,"Irrigation & Flood Control Asset - Desilting, Deepening and Concrete Lining",Irrigation & Flood Control,"Ahmedabad, Gujarat",23.096428,72.580089,2023-10-15,Ahmedabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001415,MPLAD-WRK-003112,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Dakshina Kannada, Karnataka",12.966147,74.912468,2024-01-18,Dakshina Kannada Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001416,MPLAD-WRK-003113,Drinking Water Asset - Construction of Over-Head Water Storage ,Drinking Water,"Ludhiana, Punjab",30.837367,75.832576,2024-10-02,Ludhiana Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001417,MPLAD-WRK-003117,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Varanasi, Uttar Pradesh",25.27216,83.018965,2025-10-06,Varanasi Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001418,MPLAD-WRK-003118,Education Infrastructure Asset - Setting up of Digital STEM Learning and ,Education Infrastructure,"Cuttack, Odisha",20.516985,85.877358,2025-03-30,Cuttack Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001419,MPLAD-WRK-003119,"Roads, Pathways & Bridges Asset - Construction of High-Level RCC Box Culve","Roads, Pathways & Bridges","Rajkot, Gujarat",22.307348,70.76413,2023-04-24,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001420,MPLAD-WRK-003120,Community Infrastructure & Halls Asset - Construction of Multi-Purpose Community ,Community Infrastructure & Halls,"Patna, Bihar",25.55298,85.2029,2023-07-03,Patna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001421,MPLAD-WRK-003122,Community Infrastructure & Halls Asset - Upgradation of Cultural Community Centre,Community Infrastructure & Halls,"Salem, Tamil Nadu",11.734067,78.099815,2024-11-25,Salem Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001422,MPLAD-WRK-003126,Renewable & Solar Energy Asset - Installation of High-Mast Solar Street L,Renewable & Solar Energy,"Kota, Rajasthan",25.268641,75.835343,2023-01-10,Kota Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001423,MPLAD-WRK-003127,Community Infrastructure & Halls Asset - Construction of Farmers Agro-Produce Sto,Community Infrastructure & Halls,"Bhopal, Madhya Pradesh",23.299644,77.433145,2023-03-19,Bhopal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001424,MPLAD-WRK-003129,"Roads, Pathways & Bridges Asset - Reconstruction of Damaged All-Weather Vi","Roads, Pathways & Bridges","Bhopal, Madhya Pradesh",23.257347,77.359056,2025-01-02,Bhopal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001425,MPLAD-WRK-003131,Community Infrastructure & Halls Asset - Construction of Farmers Agro-Produce Sto,Community Infrastructure & Halls,"Kamrup Metropolitan, Assam",26.135128,91.794125,2024-08-05,Kamrup Metropolitan Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001426,MPLAD-WRK-003132,Health & Sanitation Asset - Construction of Modern Primary Health Su,Health & Sanitation,"Varanasi, Uttar Pradesh",25.351784,83.010697,2025-01-27,Varanasi Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001427,MPLAD-WRK-003134,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Krishna, Andhra Pradesh",16.196956,81.197683,2024-04-29,Krishna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001428,MPLAD-WRK-003136,Sports & Youth Development Asset - Construction of Youth Skill Development ,Sports & Youth Development,"Ajmer, Rajasthan",26.499801,74.616869,2023-03-04,Ajmer Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001429,MPLAD-WRK-003137,Community Infrastructure & Halls Asset - Construction of Village Panchayat Sabha ,Community Infrastructure & Halls,"Dharwad, Karnataka",15.490931,74.982018,2023-04-19,Dharwad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001430,MPLAD-WRK-003138,Drinking Water Asset - Installation of Community Water Purifica,Drinking Water,"Kanpur Nagar, Uttar Pradesh",26.510368,80.385368,2024-11-12,Kanpur Nagar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001431,MPLAD-WRK-003146,Education Infrastructure Asset - Installation of Rooftop Solar Energy Sys,Education Infrastructure,"Dibrugarh, Assam",27.470633,94.874879,2023-09-27,Dibrugarh Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001432,MPLAD-WRK-003147,Irrigation & Flood Control Asset - Construction of Check Dam and Water Harv,Irrigation & Flood Control,"Pune, Maharashtra",18.573783,73.782677,2024-04-23,Pune Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001433,MPLAD-WRK-003148,Sports & Youth Development Asset - Laying of Synthetic Volleyball and Badmi,Sports & Youth Development,"Coimbatore, Tamil Nadu",10.945927,77.027204,2023-11-15,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001434,MPLAD-WRK-003152,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Agra, Uttar Pradesh",27.180562,78.075686,2025-07-20,Agra Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001435,MPLAD-WRK-003155,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Indore, Madhya Pradesh",22.791933,75.92526,2023-09-10,Indore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001436,MPLAD-WRK-003157,Health & Sanitation Asset - Establishment of Solid Waste Management ,Health & Sanitation,"Dibrugarh, Assam",27.422024,94.87438,2025-03-31,Dibrugarh Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001437,MPLAD-WRK-003159,"Roads, Pathways & Bridges Asset - Construction of Concrete Cement (CC) Roa","Roads, Pathways & Bridges","Krishna, Andhra Pradesh",16.221451,81.157536,2026-01-29,Krishna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001438,MPLAD-WRK-003161,Drinking Water Asset - Installation of RO Clean Drinking Water ,Drinking Water,"Dharwad, Karnataka",15.507857,75.062926,2023-05-17,Dharwad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001439,MPLAD-WRK-003164,Drinking Water Asset - Rejuvenation of Traditional Drinking Wat,Drinking Water,"Bengaluru Urban, Karnataka",13.036734,77.62308,2023-10-11,Bengaluru Urban Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001440,MPLAD-WRK-003166,Health & Sanitation Asset - Construction of Modern Primary Health Su,Health & Sanitation,"Tiruchirappalli, Tamil Nadu",10.779449,78.772303,2024-07-29,Tiruchirappalli Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001441,MPLAD-WRK-003169,"Roads, Pathways & Bridges Asset - Construction of Bridge over Canal with A","Roads, Pathways & Bridges","Tiruchirappalli, Tamil Nadu",10.814649,78.740548,2025-12-31,Tiruchirappalli Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001442,MPLAD-WRK-003171,Community Infrastructure & Halls Asset - Construction of Multi-Purpose Community ,Community Infrastructure & Halls,"Krishna, Andhra Pradesh",16.115815,81.151246,2026-01-12,Krishna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001443,MPLAD-WRK-003173,Sports & Youth Development Asset - Development of Rural Sports Stadium with,Sports & Youth Development,"Surat, Gujarat",21.225982,72.759587,2025-10-08,Surat Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001444,MPLAD-WRK-003175,Education Infrastructure Asset - Setting up of Digital STEM Learning and ,Education Infrastructure,"Muzaffarpur, Bihar",26.109041,85.329301,2023-10-03,Muzaffarpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001445,MPLAD-WRK-003176,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Kanpur Nagar, Uttar Pradesh",26.41688,80.293822,2023-05-18,Kanpur Nagar Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001446,MPLAD-WRK-003183,"Roads, Pathways & Bridges Asset - Widening and Bituminous Black-Topping of","Roads, Pathways & Bridges","Jaipur, Rajasthan",26.938592,75.718445,2023-10-17,Jaipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001447,MPLAD-WRK-003184,"Roads, Pathways & Bridges Asset - Construction of Bridge over Canal with A","Roads, Pathways & Bridges","Ajmer, Rajasthan",26.393371,74.575031,2024-08-21,Ajmer Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001448,MPLAD-WRK-003186,Irrigation & Flood Control Asset - Rehabilitation of Traditional Irrigation,Irrigation & Flood Control,"Patna, Bihar",25.648793,85.070411,2025-07-26,Patna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001449,MPLAD-WRK-003189,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"Ajmer, Rajasthan",26.393122,74.666433,2023-09-05,Ajmer Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001450,MPLAD-WRK-003193,Health & Sanitation Asset - Upgradation of Pediatric & Maternal Care,Health & Sanitation,"Tiruchirappalli, Tamil Nadu",10.77011,78.724014,2024-07-18,Tiruchirappalli Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001451,MPLAD-WRK-003198,Community Infrastructure & Halls Asset - Development of Senior Citizens Recreatio,Community Infrastructure & Halls,"Cuttack, Odisha",20.39321,85.879237,2025-08-15,Cuttack Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001452,MPLAD-WRK-003200,Sports & Youth Development Asset - Laying of Synthetic Volleyball and Badmi,Sports & Youth Development,"Kota, Rajasthan",25.281458,75.893017,2023-12-15,Kota Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001453,MPLAD-WRK-003204,Drinking Water Asset - Laying of Potable Water Supply Pipeline ,Drinking Water,"Khordha, Odisha",20.322625,85.757148,2024-08-13,Khordha Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001454,MPLAD-WRK-003205,Irrigation & Flood Control Asset - Construction of Flood Protection Embankm,Irrigation & Flood Control,"Gaya, Bihar",24.810582,84.999356,2023-04-03,Gaya Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001455,MPLAD-WRK-003211,"Education Infrastructure Asset - Construction of Boundary Wall, Gates and",Education Infrastructure,"Visakhapatnam, Andhra Pradesh",17.734983,83.231178,2025-01-10,Visakhapatnam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001456,MPLAD-WRK-003213,Irrigation & Flood Control Asset - Construction of Flood Protection Embankm,Irrigation & Flood Control,"Krishna, Andhra Pradesh",16.115639,81.184118,2025-02-20,Krishna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001457,MPLAD-WRK-003215,Health & Sanitation Asset - Provision of Advanced Mobile Medical Dia,Health & Sanitation,"Warangal, Telangana",17.950593,79.59278,2024-12-01,Warangal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001458,MPLAD-WRK-003216,Health & Sanitation Asset - Provision of Advanced Mobile Medical Dia,Health & Sanitation,"Udaipur, Rajasthan",24.539359,73.673941,2025-07-08,Udaipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001459,MPLAD-WRK-003217,Irrigation & Flood Control Asset - Construction of Flood Protection Embankm,Irrigation & Flood Control,"Kamrup Metropolitan, Assam",26.08911,91.725444,2024-09-13,Kamrup Metropolitan Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001460,MPLAD-WRK-003218,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Dibrugarh, Assam",27.461758,94.917827,2024-10-31,Dibrugarh Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001461,MPLAD-WRK-003219,Education Infrastructure Asset - Installation of Rooftop Solar Energy Sys,Education Infrastructure,"Cuttack, Odisha",20.532064,85.865649,2025-03-13,Cuttack Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001462,MPLAD-WRK-003220,Irrigation & Flood Control Asset - Installation of Community Lift Irrigatio,Irrigation & Flood Control,"Bhopal, Madhya Pradesh",23.245203,77.37881,2023-10-18,Bhopal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001463,MPLAD-WRK-003221,Renewable & Solar Energy Asset - Installation of Solar-Powered Cold Stora,Renewable & Solar Energy,"Bhopal, Madhya Pradesh",23.217824,77.355087,2024-03-10,Bhopal Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001464,MPLAD-WRK-003222,Education Infrastructure Asset - Setting up of Digital STEM Learning and ,Education Infrastructure,"Coimbatore, Tamil Nadu",11.078093,76.935858,2024-12-30,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001465,MPLAD-WRK-003223,Sports & Youth Development Asset - Development of Playground with Fencing a,Sports & Youth Development,"Visakhapatnam, Andhra Pradesh",17.633606,83.201744,2024-12-07,Visakhapatnam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001466,MPLAD-WRK-003224,Irrigation & Flood Control Asset - Installation of Community Lift Irrigatio,Irrigation & Flood Control,"Vadodara, Gujarat",22.322262,73.13318,2023-05-15,Vadodara Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001467,MPLAD-WRK-003229,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Salem, Tamil Nadu",11.709128,78.207117,2025-12-28,Salem Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001468,MPLAD-WRK-003232,Community Infrastructure & Halls Asset - Construction of Multi-Purpose Community ,Community Infrastructure & Halls,"Dibrugarh, Assam",27.404888,94.932844,2024-02-16,Dibrugarh Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001469,MPLAD-WRK-003234,Community Infrastructure & Halls Asset - Construction of Village Panchayat Sabha ,Community Infrastructure & Halls,"Mysuru, Karnataka",12.23411,76.616552,2023-12-13,Mysuru Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001470,MPLAD-WRK-003235,Community Infrastructure & Halls Asset - Upgradation of Cultural Community Centre,Community Infrastructure & Halls,"Vadodara, Gujarat",22.370079,73.133825,2024-01-26,Vadodara Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001471,MPLAD-WRK-003236,Education Infrastructure Asset - Provision of Composite Science Laborator,Education Infrastructure,"Thiruvananthapuram, Kerala",8.517467,76.898349,2023-06-30,Thiruvananthapuram Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001472,MPLAD-WRK-003237,Renewable & Solar Energy Asset - Deployment of Solar Powered LED Street L,Renewable & Solar Energy,"Gwalior, Madhya Pradesh",26.22262,78.183614,2023-12-08,Gwalior Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001473,MPLAD-WRK-003238,Drinking Water Asset - Construction of Over-Head Water Storage ,Drinking Water,"Purba Medinipur, West Bengal",21.906897,87.765789,2024-04-04,Purba Medinipur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001474,MPLAD-WRK-003240,Renewable & Solar Energy Asset - Installation of Solar Water Pumping Syst,Renewable & Solar Energy,"Rajkot, Gujarat",22.285331,70.754208,2023-04-08,Rajkot Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001475,MPLAD-WRK-003242,Health & Sanitation Asset - Establishment of Solid Waste Management ,Health & Sanitation,"Surat, Gujarat",21.19094,72.850291,2024-01-06,Surat Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001476,MPLAD-WRK-003243,Education Infrastructure Asset - Construction of Multi-Purpose Auditorium,Education Infrastructure,"Ernakulam, Kerala",9.927745,76.275631,2023-05-19,Ernakulam Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001477,MPLAD-WRK-003245,Irrigation & Flood Control Asset - Construction of Check Dam and Water Harv,Irrigation & Flood Control,"Gaya, Bihar",24.718755,84.958199,2023-11-09,Gaya Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001478,MPLAD-WRK-003248,Health & Sanitation Asset - Construction of Modern Primary Health Su,Health & Sanitation,"Vadodara, Gujarat",22.284306,73.246393,2023-08-01,Vadodara Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001479,MPLAD-WRK-003250,Irrigation & Flood Control Asset - Construction of Check Dam and Water Harv,Irrigation & Flood Control,"Chennai, Tamil Nadu",13.086905,80.312029,2023-05-08,Chennai Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001480,MPLAD-WRK-003251,Drinking Water Asset - Construction of Over-Head Water Storage ,Drinking Water,"Lucknow, Uttar Pradesh",26.892171,81.017423,2024-08-12,Lucknow Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001481,MPLAD-WRK-003252,Renewable & Solar Energy Asset - Setting up of Rooftop Solar Power Plant ,Renewable & Solar Energy,"Indore, Madhya Pradesh",22.775648,75.901464,2025-04-22,Indore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001482,MPLAD-WRK-003254,Sports & Youth Development Asset - Laying of Synthetic Volleyball and Badmi,Sports & Youth Development,"Prayagraj, Uttar Pradesh",25.451581,81.788785,2024-04-08,Prayagraj Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001483,MPLAD-WRK-003258,Community Infrastructure & Halls Asset - Construction of Modern Crematorium / Bur,Community Infrastructure & Halls,"Muzaffarpur, Bihar",26.061709,85.403221,2024-08-29,Muzaffarpur Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001484,MPLAD-WRK-003259,Health & Sanitation Asset - Construction of Public Sanitation Comple,Health & Sanitation,"Coimbatore, Tamil Nadu",11.063362,76.916826,2024-10-26,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001485,MPLAD-WRK-003260,Renewable & Solar Energy Asset - Installation of Solar Water Pumping Syst,Renewable & Solar Energy,"Prayagraj, Uttar Pradesh",25.472949,81.797817,2024-11-23,Prayagraj Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001486,MPLAD-WRK-003262,Irrigation & Flood Control Asset - Construction of Rainwater Harvesting Sum,Irrigation & Flood Control,"Dakshina Kannada, Karnataka",12.903137,74.897063,2024-09-25,Dakshina Kannada Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001487,MPLAD-WRK-003263,Community Infrastructure & Halls Asset - Upgradation of Cultural Community Centre,Community Infrastructure & Halls,"Krishna, Andhra Pradesh",16.234551,81.056316,2025-06-21,Krishna Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001488,MPLAD-WRK-003265,Renewable & Solar Energy Asset - Installation of Solar-Powered Cold Stora,Renewable & Solar Energy,"Vadodara, Gujarat",22.345121,73.233029,2024-11-27,Vadodara Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001489,MPLAD-WRK-003267,Community Infrastructure & Halls Asset - Construction of Village Panchayat Sabha ,Community Infrastructure & Halls,"Thiruvananthapuram, Kerala",8.564013,76.930361,2025-11-11,Thiruvananthapuram Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001490,MPLAD-WRK-003272,Health & Sanitation Asset - Procurement of Diagnostic Imaging & Ultr,Health & Sanitation,"Nashik, Maharashtra",19.934236,73.759814,2023-08-27,Nashik Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001491,MPLAD-WRK-003273,Community Infrastructure & Halls Asset - Upgradation of Cultural Community Centre,Community Infrastructure & Halls,"Khordha, Odisha",20.266494,85.789744,2025-08-03,Khordha Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001492,MPLAD-WRK-003275,Community Infrastructure & Halls Asset - Construction of Village Panchayat Sabha ,Community Infrastructure & Halls,"Aurangabad, Maharashtra",19.859908,75.336836,2025-06-02,Aurangabad Local Panchayat / Municipal Body (Demo),Operational,True
AST-DEMO-001493,MPLAD-WRK-003276,Education Infrastructure Asset - Construction of Additional Smart Classro,Education Infrastructure,"Coimbatore, Tamil Nadu",11.019382,77.01905,2023-05-24,Coimbatore Local Panchayat / Municipal Body (Demo),Operational,True
