work_id,state,district,constituency,mp_reference,mp_house,work_title,category,agency_id,agency_name,status,estimate_amount,sanctioned_amount,cumulative_payments,expenditure,physical_progress_pct,recommendation_date,sanction_date,work_order_date,commencement_date,target_completion_date,actual_completion_date,latitude,longitude,latest_inspection_date,latest_inspection_rating,latest_inspector_designation,inspection_count,payment_count,progress_update_count,is_anomaly,anomaly_type,anomaly_description,duplicate_of_work_id,synthetic_demo_data
MPLAD-WRK-001372,Maharashtra,Pune,Pune Parliamentary Constituency,MP-LOK-DEMO-001,Lok Sabha (Demo),Installation of Community Lift Irrigation Scheme with Pipeline for Farmlands in Ambegaon Sector-11,Irrigation & Flood Control,AGY-SYNTH-0007,Pune Municipal Engineering Cell (Demo) Unit-2,In Progress,2028212.25,1961287.18,1140147.52,1017489.68,61.3,2024-07-20,2024-08-14,2024-09-04,2024-09-27,2025-08-12,,18.524358,73.794251,2024-10-18,Satisfactory,Junior Engineer - Zilla Parishad (Demo),1,4,4,False,,,,True
MPLAD-WRK-001373,Maharashtra,Aurangabad,Aurangabad Parliamentary Constituency,MP-LOK-DEMO-004,Lok Sabha (Demo),Establishment of Solid Waste Management & Segregation Facility at Kannad Sector-2,Health & Sanitation,AGY-SYNTH-0083,Aurangabad Rural Development Agency (Demo) Unit-3,Completed,853368.89,843609.72,843609.72,823143.42,100.0,2022-09-14,2022-10-06,2022-10-19,2022-11-01,2023-05-06,2023-05-02,19.9347,75.363377,2023-04-07,Good,Junior Engineer - Zilla Parishad (Demo),3,5,5,False,,,,True
MPLAD-WRK-001374,West Bengal,Kolkata,Kolkata North Parliamentary Constituency,MP-RAJ-DEMO-030,Rajya Sabha (Demo),Development of Rural Sports Stadium with Running Track and Spectator Gallery at Entally Sector-2,Sports & Youth Development,AGY-SYNTH-0165,Kolkata Irrigation & Flood Management Dept (Demo) Unit-5,Recommended,635577.71,0.0,0.0,0.0,0.0,2025-01-16,,,,,,22.499494,88.411608,,,,0,0,0,False,,,,True
MPLAD-WRK-001375,Uttar Pradesh,Varanasi,Varanasi Parliamentary Constituency,MP-LOK-DEMO-017,Lok Sabha (Demo),Construction of Multi-Sport Outdoor Gymnasium and Fitness Arena at Varanasi Cantt Sector-11,Sports & Youth Development,AGY-SYNTH-0085,Varanasi Municipal Engineering Cell (Demo) Unit-5,Stalled,1833707.46,1754134.79,829519.73,715051.34,22.2,2022-11-19,2023-01-03,2023-02-02,2023-02-15,2023-07-16,,25.245736,83.012937,2023-03-20,Satisfactory,Assistant Executive Engineer - Rural Works (Demo),1,4,4,True,STALLED_WORK,Stalled project: Target completion date (2023-07-16) elapsed with progress stuck at 22.2% and no physical updates for over 200 days.,,True
MPLAD-WRK-001376,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),Installation of RO Clean Drinking Water Plant at Ladpura Sector-2,Drinking Water,AGY-SYNTH-0013,Kota Water Supply & Sanitation Board (Demo) Unit-3,Completed,498189.71,496527.46,496527.46,494426.01,100.0,2023-05-11,2023-07-05,2023-07-17,2023-08-02,2023-11-03,2023-12-02,25.139423,75.895226,2023-12-24,Satisfactory,Junior Engineer - Zilla Parishad (Demo),3,3,7,False,,,,True
MPLAD-WRK-001377,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Development of Senior Citizens Recreation Park and Open-Air Pavilion at Kanpur Central Sector-6,Community Infrastructure & Halls,AGY-SYNTH-0031,Kanpur Nagar State Renewable Energy Development Corp (Demo) Unit-1,Work Order Issued,2513965.15,2521312.25,378196.84,189098.42,0.0,2023-03-17,2023-04-06,2023-04-30,2023-05-28,2024-02-14,,26.435461,80.26074,,,,0,1,1,False,,,,True
MPLAD-WRK-001378,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Construction of Multi-Purpose Community Recreation and Welfare Hall at Bilhaur Sector-12,Community Infrastructure & Halls,AGY-SYNTH-0017,Kanpur Nagar Rural Development Agency (Demo) Unit-2,Work Order Issued,1463747.09,1482189.46,0.0,0.0,0.0,2022-05-29,2022-06-17,2022-07-25,2022-08-05,2023-05-31,,26.498474,80.395151,,,,0,0,1,False,,,,True
MPLAD-WRK-001379,Assam,Kamrup Metropolitan,Gauhati Parliamentary Constituency,MP-LOK-DEMO-045,Lok Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Azara Sector-4,Irrigation & Flood Control,AGY-SYNTH-0151,Kamrup Metropolitan Zilla Parishad Engineering Division (Demo) Unit-1,In Progress,1551032.81,1544619.15,1324672.09,1269196.51,78.7,2023-12-16,2024-01-30,2024-02-11,2024-03-03,2024-12-26,,26.213712,91.718815,2024-04-08,Excellent,Executive Engineer - PWD (Demo),1,4,6,False,,,,True
MPLAD-WRK-001380,Odisha,Khordha,Bhubaneswar Parliamentary Constituency,MP-LOK-DEMO-049,Lok Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Khordha Town Sector-8,Irrigation & Flood Control,AGY-SYNTH-0214,Khordha State Sports Infrastructure Authority (Demo) Unit-4,Completed,657424.62,632948.34,632948.34,627468.67,100.0,2024-02-24,2024-03-18,2024-04-19,2024-05-13,2025-01-31,2025-01-14,20.273183,85.873226,2024-06-28,Satisfactory,Independent Quality Assessor (Demo),1,4,5,False,,,,True
MPLAD-WRK-001381,Assam,Kamrup Metropolitan,Gauhati Parliamentary Constituency,MP-LOK-DEMO-045,Lok Sabha (Demo),Installation of RO Clean Drinking Water Plant at Dispur Sector-4,Drinking Water,AGY-SYNTH-0229,Kamrup Metropolitan Water Supply & Sanitation Board (Demo) Unit-4,Work Order Issued,514644.01,489405.01,0.0,0.0,0.0,2022-04-16,2022-05-04,2022-05-29,2022-06-23,2023-01-18,,26.152622,91.786256,,,,0,0,1,False,,,,True
MPLAD-WRK-001382,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,MP-LOK-DEMO-002,Lok Sabha (Demo),"Construction of Boundary Wall, Gates and Modern Toilets in Govt Primary School at Nagpur Urban Sector-15",Education Infrastructure,AGY-SYNTH-0243,Nagpur Public Works Dept (Demo) Unit-3,Completed,1419098.16,1421233.54,1421233.54,1380576.72,135.0,2023-01-29,2023-03-07,2023-04-14,2023-05-11,2024-01-08,2024-03-04,21.092253,79.150762,2023-10-10,Good,Independent Quality Assessor (Demo),3,5,4,True,DATA_QUALITY_ISSUE,Data quality issue: Physical progress percentage exceeds 100% (135.0%).,,True
MPLAD-WRK-001383,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Basirhat Sector-6,Education Infrastructure,AGY-SYNTH-0227,North 24 Parganas State Renewable Energy Development Corp (Demo) Unit-2,Completed,1297747.29,1297049.57,1297049.57,1285660.8,100.0,2023-04-04,2023-06-02,2023-07-06,2023-08-04,2024-02-12,2024-02-26,22.745342,88.432117,2023-11-03,Satisfactory,District Planning Officer (Demo),2,6,4,False,,,,True
MPLAD-WRK-001384,Karnataka,Dakshina Kannada,Dakshina Kannada Parliamentary Constituency,MP-LOK-DEMO-015,Lok Sabha (Demo),Construction of Multi-Purpose Auditorium Hall at Govt Degree College in Bantwal Sector-9,Education Infrastructure,AGY-SYNTH-0188,Dakshina Kannada Irrigation & Flood Management Dept (Demo) Unit-3,Completed,771615.64,782778.7,782778.7,778447.34,100.0,2022-09-13,2022-10-17,2022-11-06,2022-11-16,2023-05-27,2023-07-25,12.921916,74.914103,2022-12-07,Excellent,Independent Quality Assessor (Demo),1,5,5,False,,,,True
MPLAD-WRK-001385,Madhya Pradesh,Bhopal,Bhopal Parliamentary Constituency,MP-LOK-DEMO-037,Lok Sabha (Demo),Construction of Over-Head Water Storage Tank and Distribution Pipeline in Berasia Sector-6,Drinking Water,AGY-SYNTH-0154,Bhopal Irrigation & Flood Management Dept (Demo) Unit-4,Completed,406966.66,412339.56,412339.56,404757.04,100.0,2023-04-01,2023-04-20,2023-05-02,2023-05-31,2023-10-09,2023-12-04,23.257976,77.457926,2023-09-03,Excellent,Technical Auditor - State Quality Monitor (Demo),2,6,4,False,,,,True
MPLAD-WRK-001386,Tamil Nadu,Tiruchirappalli,Tiruchirappalli Parliamentary Constituency,MP-LOK-DEMO-009,Lok Sabha (Demo),Construction of Additional Smart Classrooms for Govt Higher Secondary School at Lalgudi Sector-1,Education Infrastructure,AGY-SYNTH-0026,Tiruchirappalli State Sports Infrastructure Authority (Demo) Unit-1,Completed,1106590.7,1078097.6,1078097.6,1055386.92,100.0,2024-03-04,2024-04-11,2024-04-22,2024-05-02,2025-02-08,2025-02-20,10.779466,78.756124,2024-06-09,Excellent,District Planning Officer (Demo),1,3,6,False,,,,True
MPLAD-WRK-001387,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Paving of Paver-Block Pedestrian Pathway and Street Lighting along Jaipur Urban Sector-2,"Roads, Pathways & Bridges",AGY-SYNTH-0211,Jaipur Rural Development Agency (Demo) Unit-1,Work Order Issued,2090092.95,1989812.44,0.0,0.0,0.0,2024-10-21,2024-11-16,2024-11-26,2024-12-12,2025-08-28,,26.984457,75.741295,,,,0,0,1,False,,,,True
MPLAD-WRK-001388,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Installation of Community Lift Irrigation Scheme with Pipeline for Farmlands in Basirhat Sector-8,Irrigation & Flood Control,AGY-SYNTH-0227,North 24 Parganas State Renewable Energy Development Corp (Demo) Unit-2,Recommended,914329.83,0.0,0.0,0.0,0.0,2024-01-26,,,,,,22.688631,88.434838,,,,0,0,0,False,,,,True
MPLAD-WRK-001389,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Laying of Potable Water Supply Pipeline Network connecting Thamarassery Sector-6 to Thamarassery Village-21,Drinking Water,AGY-SYNTH-0041,Kozhikode Municipal Engineering Cell (Demo) Unit-1,Stalled,341305.72,332333.93,332333.93,330097.94,21.2,2024-09-16,2024-11-15,2024-12-08,2024-12-27,2025-05-12,,11.204432,75.790573,2025-01-27,Good,Sub-Divisional Officer (Demo),1,4,6,True,STALLED_WORK,Stalled project: Target completion date (2025-05-12) elapsed with progress stuck at 21.2% and no physical updates for over 200 days.,,True
MPLAD-WRK-001390,West Bengal,North 24 Parganas,Barasat Parliamentary Constituency,MP-LOK-DEMO-031,Lok Sabha (Demo),Construction of Youth Skill Development & Vocational Training Centre at Bangaon Sector-8,Sports & Youth Development,AGY-SYNTH-0173,North 24 Parganas State Renewable Energy Development Corp (Demo) Unit-3,In Progress,1641217.97,1626271.97,1472886.89,1434643.41,80.6,2022-09-06,2022-09-22,2022-10-14,2022-10-26,2023-05-31,,22.717568,88.477679,2022-11-27,Satisfactory,Executive Engineer - PWD (Demo),1,3,6,False,,,,True
MPLAD-WRK-001391,Maharashtra,Thane,Thane Parliamentary Constituency,MP-LOK-DEMO-005,Lok Sabha (Demo),Setting up of 25 kW Decentralized Solar Mini-Grid for Village Electrification at Murbad Sector-13,Renewable & Solar Energy,AGY-SYNTH-0073,Thane Public Works Dept (Demo) Unit-3,Completed,510353.13,496195.6,496195.6,491382.37,100.0,2022-11-19,2022-12-26,2023-01-19,2023-01-31,2023-04-17,2023-04-06,19.237594,72.97837,2023-03-20,Excellent,Assistant Executive Engineer - Rural Works (Demo),1,4,5,False,,,,True
MPLAD-WRK-001392,Rajasthan,Kota,Kota Parliamentary Constituency,MP-RAJ-DEMO-024,Rajya Sabha (Demo),Provision of Advanced Mobile Medical Diagnostic Van and Equipment for Sangod Sector-5,Health & Sanitation,AGY-SYNTH-0016,Kota Municipal Engineering Cell (Demo) Unit-1,Completed,1097293.08,1062626.73,1062626.73,1062626.73,100.0,2024-05-30,2024-07-07,2024-08-07,2024-08-21,2025-04-16,,25.276738,75.807012,,,,0,5,4,True,MISSING_COMPLETION_EVIDENCE,"Incomplete closure documentation: Work marked as 100% completed with full financial disbursement, but lacks mandatory actual completion date, completion inspection sign-off, and asset register record.",,True
MPLAD-WRK-001393,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Construction of Flood Protection Embankment and Stone Pitching Wall along River near Chaksu Sector-11,Irrigation & Flood Control,AGY-SYNTH-0166,Jaipur Municipal Engineering Cell (Demo) Unit-1,Stalled,1593462.2,1576297.57,725503.82,580403.06,34.7,2023-07-13,2023-09-04,2023-09-18,2023-10-04,2024-05-17,,26.899784,75.799322,2023-11-01,Requires Rectification,Junior Engineer - Zilla Parishad (Demo),1,4,3,False,,,,True
MPLAD-WRK-001394,Rajasthan,Jodhpur,Jodhpur Parliamentary Constituency,MP-LOK-DEMO-022,Lok Sabha (Demo),Setting up of 25 kW Decentralized Solar Mini-Grid for Village Electrification at Bilara Sector-2,Renewable & Solar Energy,AGY-SYNTH-0174,Jodhpur State Renewable Energy Development Corp (Demo) Unit-4,In Progress,598704.69,571004.57,227028.36,221822.24,36.3,2023-01-20,2023-02-20,2023-03-21,2023-04-12,2023-09-27,,26.22084,73.088799,2023-05-18,Excellent,Sub-Divisional Officer (Demo),1,2,3,False,,,,True
MPLAD-WRK-001395,Madhya Pradesh,Indore,Indore Parliamentary Constituency,MP-LOK-DEMO-038,Lok Sabha (Demo),Construction of Multi-Sport Outdoor Gymnasium and Fitness Arena at Depalpur Sector-5,Sports & Youth Development,AGY-SYNTH-0070,Indore State Renewable Energy Development Corp (Demo) Unit-5,In Progress,2632674.07,2627151.72,1717688.15,1644750.63,60.1,2023-01-12,2023-03-11,2023-03-23,2023-04-20,2023-10-09,,22.666086,75.788409,2023-05-11,Good,Assistant Executive Engineer - Rural Works (Demo),1,2,3,False,,,,True
MPLAD-WRK-001396,Tamil Nadu,Coimbatore,Coimbatore Parliamentary Constituency,MP-LOK-DEMO-007,Lok Sabha (Demo),Setting up of Rooftop Solar Power Plant with Battery Backup for PHC at Pollachi Sector-3,Renewable & Solar Energy,AGY-SYNTH-0015,Coimbatore Irrigation & Flood Management Dept (Demo) Unit-5,In Progress,1144546.33,1087416.97,770811.5,671064.63,72.8,2024-10-12,2024-11-27,2025-01-06,2025-01-27,2025-04-06,,11.013172,76.923841,2025-02-20,Satisfactory,Executive Engineer - PWD (Demo),1,5,3,False,,,,True
MPLAD-WRK-001397,Kerala,Ernakulam,Ernakulam Parliamentary Constituency,MP-LOK-DEMO-035,Lok Sabha (Demo),Construction of Flood Protection Embankment and Stone Pitching Wall along River near Aluva Sector-8,Irrigation & Flood Control,AGY-SYNTH-0131,Ernakulam Rural Development Agency (Demo) Unit-1,Completed,1920848.63,1898487.46,1898487.46,1865429.03,100.0,2023-03-23,2023-04-11,2023-05-18,2023-06-05,2024-04-07,2024-06-04,9.947315,76.238876,2023-09-08,Excellent,Independent Quality Assessor (Demo),2,4,5,False,,,,True
MPLAD-WRK-001398,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Construction of Public Sanitation Complex and Bio-Toilet Block at Hanamkonda Sector-15,Health & Sanitation,AGY-SYNTH-0255,Warangal Public Works Dept (Demo) Unit-5,Completed,2523238.76,2542921.44,2542921.44,2495154.97,100.0,2024-11-16,2024-12-21,2025-01-28,2025-02-09,2025-07-22,2025-07-16,17.925534,79.620166,2025-05-04,Good,Assistant Executive Engineer - Rural Works (Demo),2,6,7,False,,,,True
MPLAD-WRK-001399,Karnataka,Mysuru,Mysore Parliamentary Constituency,MP-RAJ-DEMO-012,Rajya Sabha (Demo),Installation of Rooftop Solar Energy System for Govt Educational Complex at Mysuru City Sector-3,Education Infrastructure,AGY-SYNTH-0192,Mysuru Rural Development Agency (Demo) Unit-2,Sanctioned,12165000.0,12487146.67,0.0,0.0,0.0,2022-06-03,2022-07-19,2022-08-13,2022-09-05,2023-04-26,,12.354428,76.671509,,,,0,0,0,True,COST_OUTLIER,"Cost outlier: Sanctioned amount of Rs. 12,487,146.67 is 8.1x higher than standard category median benchmark of Rs. 1,500,000.00 for 'Education Infrastructure'.",,True
MPLAD-WRK-001400,West Bengal,Darjeeling,Darjeeling Parliamentary Constituency,MP-LOK-DEMO-032,Lok Sabha (Demo),Laying of Potable Water Supply Pipeline Network connecting Matigara Sector-14 to Siliguri Village-19,Drinking Water,AGY-SYNTH-0049,Darjeeling Water Supply & Sanitation Board (Demo) Unit-4,Completed,192773.65,192960.71,192960.71,189171.88,100.0,2022-11-26,2023-01-16,2023-02-20,2023-03-22,2023-10-02,2023-10-12,27.053173,88.309531,2023-08-27,Excellent,District Planning Officer (Demo),3,4,5,False,,,,True
MPLAD-WRK-001401,Uttar Pradesh,Agra,Agra Parliamentary Constituency,MP-LOK-DEMO-019,Lok Sabha (Demo),Deployment of Solar Powered LED Street Lights along Main Road connecting Agra Cantt Sector-14 to Fatehabad Village-4,Renewable & Solar Energy,AGY-SYNTH-0256,Agra Water Supply & Sanitation Board (Demo) Unit-1,In Progress,1352478.71,1311932.2,1010640.58,977888.7,70.5,2023-04-07,2023-05-08,2023-06-16,2023-07-07,2023-12-28,,27.220282,77.995907,2023-07-28,Satisfactory,Independent Quality Assessor (Demo),1,3,3,False,,,,True
MPLAD-WRK-001402,Uttar Pradesh,Prayagraj,Allahabad Parliamentary Constituency,MP-LOK-DEMO-020,Lok Sabha (Demo),Construction of Check Dam and Water Harvesting Percolation Structure across Nullah at Karchhana Sector-14,Irrigation & Flood Control,AGY-SYNTH-0186,Prayagraj Rural Development Agency (Demo) Unit-1,Sanctioned,866925.05,871191.77,0.0,0.0,0.0,2022-08-03,2022-10-01,2022-11-02,2022-11-16,2023-09-30,,25.498033,81.870455,,,,0,0,0,False,,,,True
MPLAD-WRK-001403,Madhya Pradesh,Gwalior,Gwalior Parliamentary Constituency,MP-LOK-DEMO-039,Lok Sabha (Demo),Upgradation of Cultural Community Centre and Public Amphitheater at Dabra Sector-7,Community Infrastructure & Halls,AGY-SYNTH-0217,Gwalior Water Supply & Sanitation Board (Demo) Unit-2,Completed,1293892.61,1299233.11,1299233.11,1299233.11,100.0,2023-09-03,2023-10-14,2023-10-31,2023-11-18,2024-07-06,,26.175059,78.248917,,,,0,2,3,True,MISSING_COMPLETION_EVIDENCE,"Incomplete closure documentation: Work marked as 100% completed with full financial disbursement, but lacks mandatory actual completion date, completion inspection sign-off, and asset register record.",,True
MPLAD-WRK-001404,Rajasthan,Jaipur,Jaipur Parliamentary Constituency,MP-LOK-DEMO-021,Lok Sabha (Demo),Widening and Bituminous Black-Topping of Rural Link Road connecting Chaksu Sector-7 and Sanganer Village-21,"Roads, Pathways & Bridges",AGY-SYNTH-0109,Jaipur Irrigation & Flood Management Dept (Demo) Unit-4,Completed,3226257.75,3261632.79,3261632.79,3175389.52,100.0,2023-06-03,2023-07-03,2023-07-30,2023-08-19,2024-04-20,2024-05-05,26.892762,75.79315,2024-01-17,Excellent,Assistant Executive Engineer - Rural Works (Demo),3,6,7,False,,,,True
MPLAD-WRK-001405,Telangana,Warangal,Warangal Parliamentary Constituency,MP-LOK-DEMO-044,Lok Sabha (Demo),Rejuvenation of Traditional Drinking Water Stepwell and Filter Beds at Warangal East Sector-9,Drinking Water,AGY-SYNTH-0195,Warangal Water Supply & Sanitation Board (Demo) Unit-5,In Progress,536220.74,513107.4,120009.18,102853.7,25.5,2023-06-09,2023-07-01,2023-08-12,2023-08-29,2024-02-29,,17.932318,79.599499,2023-09-19,Satisfactory,Technical Auditor - State Quality Monitor (Demo),1,4,5,False,,,,True
MPLAD-WRK-001406,Andhra Pradesh,Krishna,Machilipatnam Parliamentary Constituency,MP-LOK-DEMO-052,Lok Sabha (Demo),Construction of Multi-Sport Outdoor Gymnasium and Fitness Arena at Gudivada Sector-14,Sports & Youth Development,AGY-SYNTH-0054,Krishna Rural Development Agency (Demo) Unit-4,Completed,853110.14,814442.37,814442.37,801893.21,100.0,2024-08-12,2024-09-19,2024-10-11,2024-11-02,2025-04-06,2025-05-28,16.192541,81.067152,2024-12-19,Satisfactory,Independent Quality Assessor (Demo),1,4,7,False,,,,True
MPLAD-WRK-001407,Maharashtra,Nagpur,Nagpur Parliamentary Constituency,MP-LOK-DEMO-002,Lok Sabha (Demo),Laying of Synthetic Volleyball and Badminton Courts at Youth Centre in Ramtek Sector-7,Sports & Youth Development,AGY-SYNTH-0243,Nagpur Public Works Dept (Demo) Unit-3,Completed,1030475.6,1021161.4,1021161.4,1008241.26,100.0,2024-01-19,2024-02-17,2024-03-10,2024-04-01,2024-09-23,2024-10-06,21.219074,79.027367,2024-08-26,Satisfactory,District Planning Officer (Demo),3,4,7,False,,,,True
MPLAD-WRK-001408,Karnataka,Dharwad,Dharwad Parliamentary Constituency,MP-LOK-DEMO-013,Lok Sabha (Demo),Rehabilitation of Traditional Irrigation Tank and Sluice Gate System at Hubballi Urban Sector-11,Irrigation & Flood Control,AGY-SYNTH-0223,Dharwad Municipal Engineering Cell (Demo) Unit-3,In Progress,1586889.09,1548449.46,1300765.04,1164494.81,81.4,2023-08-17,2023-09-17,2023-10-15,2023-11-13,2024-06-22,,15.531052,75.070023,2023-12-07,Excellent,District Planning Officer (Demo),1,3,5,False,,,,True
MPLAD-WRK-001409,Kerala,Kozhikode,Kozhikode Parliamentary Constituency,MP-RAJ-DEMO-036,Rajya Sabha (Demo),Provision of Composite Science Laboratory and Library Facility at Thamarassery Sector-2,Education Infrastructure,AGY-SYNTH-0180,Kozhikode Zilla Parishad Engineering Division (Demo) Unit-5,Completed,1566835.61,1519696.29,1519696.29,1488664.67,100.0,2023-03-24,2023-04-11,2023-05-22,2023-06-08,2024-01-29,2024-02-17,11.254859,75.797401,2023-06-30,Satisfactory,Independent Quality Assessor (Demo),1,5,4,False,,,,True
MPLAD-WRK-001410,Uttar Pradesh,Lucknow,Lucknow Parliamentary Constituency,MP-LOK-DEMO-016,Lok Sabha (Demo),Construction of Modern Primary Health Sub-Centre (PHC) Building at Malihabad Sector-11,Health & Sanitation,AGY-SYNTH-0056,Lucknow Rural Development Agency (Demo) Unit-1,Completed,1235489.89,1223895.51,1223895.51,1213272.58,100.0,2024-11-10,2024-12-26,2025-01-14,2025-02-01,2025-08-06,2025-09-12,26.828313,80.948856,2025-07-07,Satisfactory,Executive Engineer - PWD (Demo),3,5,6,False,,,,True
MPLAD-WRK-001411,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,MP-LOK-DEMO-034,Lok Sabha (Demo),Procurement of Diagnostic Imaging & Ultrasound Unit for Sub-District Hospital at Attingal Sector-6,Health & Sanitation,AGY-SYNTH-0205,Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5,In Progress,543365.75,538282.84,325529.38,312493.98,59.7,2022-08-23,2022-09-15,2022-10-19,2022-11-10,2023-05-31,,8.579494,76.962709,2022-12-15,Good,Technical Auditor - State Quality Monitor (Demo),1,3,6,False,,,,True
MPLAD-WRK-001412,Karnataka,Belagavi,Belgaum Parliamentary Constituency,MP-LOK-DEMO-014,Lok Sabha (Demo),Installation of RO Clean Drinking Water Plant at Bailhongal Sector-6,Drinking Water,AGY-SYNTH-0191,Belagavi Zilla Parishad Engineering Division (Demo) Unit-1,Work Order Issued,419523.4,413949.39,0.0,0.0,0.0,2023-04-29,2023-06-24,2023-07-19,2023-08-13,2023-12-11,,15.810521,74.492844,,,,0,0,1,False,,,,True
MPLAD-WRK-001413,Punjab,Amritsar,Amritsar Parliamentary Constituency,MP-LOK-DEMO-047,Lok Sabha (Demo),Upgradation of Pediatric & Maternal Care Ward at Community Health Centre in Ajnala Sector-9,Health & Sanitation,AGY-SYNTH-0235,Amritsar Municipal Engineering Cell (Demo) Unit-5,Completed,754128.26,750458.86,750458.86,750458.86,100.0,2024-04-23,2024-05-24,2024-06-28,2024-07-08,2025-03-10,,31.569006,74.829978,,,,0,3,4,True,MISSING_COMPLETION_EVIDENCE,"Incomplete closure documentation: Work marked as 100% completed with full financial disbursement, but lacks mandatory actual completion date, completion inspection sign-off, and asset register record.",,True
MPLAD-WRK-001414,Karnataka,Belagavi,Belgaum Parliamentary Constituency,MP-LOK-DEMO-014,Lok Sabha (Demo),Installation of Community Water Purification and Dispensing Unit at Athani Sector-9,Drinking Water,AGY-SYNTH-0114,Belagavi State Sports Infrastructure Authority (Demo) Unit-4,Completed,583723.87,572460.68,572460.68,561225.48,100.0,2022-08-19,2022-10-17,2022-10-27,2022-11-19,2023-03-05,2023-02-23,15.890639,74.46674,2022-12-22,Good,Junior Engineer - Zilla Parishad (Demo),1,5,5,False,,,,True
MPLAD-WRK-001415,Andhra Pradesh,Visakhapatnam,Visakhapatnam Parliamentary Constituency,MP-LOK-DEMO-051,Lok Sabha (Demo),Installation of Community Water Purification and Dispensing Unit at Gajuwaka Sector-2,Drinking Water,AGY-SYNTH-0171,Visakhapatnam Public Works Dept (Demo) Unit-1,Completed,658254.5,625841.08,625841.08,609744.64,100.0,2024-05-17,2024-06-11,2024-07-26,2024-08-20,2024-11-25,2024-12-06,17.742982,83.20322,2025-01-14,Satisfactory,Sub-Divisional Officer (Demo),3,3,6,False,,,,True
MPLAD-WRK-001416,Madhya Pradesh,Indore,Indore Parliamentary Constituency,MP-LOK-DEMO-038,Lok Sabha (Demo),Installation of High-Mast Solar Street Lighting System across Public Squares in Depalpur Sector-1,Renewable & Solar Energy,AGY-SYNTH-0189,Indore Irrigation & Flood Management Dept (Demo) Unit-4,Sanctioned,750874.19,719058.9,0.0,0.0,0.0,2022-10-02,2022-11-16,2022-12-11,2022-12-30,2023-03-11,,22.716971,75.888711,,,,0,0,0,False,,,,True
MPLAD-WRK-001417,Uttar Pradesh,Kanpur Nagar,Kanpur Parliamentary Constituency,MP-RAJ-DEMO-018,Rajya Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Govind Nagar Sector-5,Renewable & Solar Energy,AGY-SYNTH-0031,Kanpur Nagar State Renewable Energy Development Corp (Demo) Unit-1,Stalled,1892356.48,1921408.59,826090.06,660872.05,20.6,2024-02-26,2024-04-04,2024-04-18,2024-05-11,2024-10-19,,26.435826,80.260426,2024-06-02,Requires Rectification,Sub-Divisional Officer (Demo),1,3,5,False,,,,True
MPLAD-WRK-001418,Tamil Nadu,Chennai,Chennai Central Parliamentary Constituency,MP-RAJ-DEMO-006,Rajya Sabha (Demo),Installation of Solar-Powered Cold Storage Unit for Agri-Farmers at Egmore Sector-7,Renewable & Solar Energy,AGY-SYNTH-0004,Chennai Water Supply & Sanitation Board (Demo) Unit-4,In Progress,635187.32,639312.63,362975.92,347329.35,52.4,2024-09-08,2024-11-01,2024-12-08,2025-01-07,2025-06-15,,13.017376,80.315213,2025-02-19,Satisfactory,Junior Engineer - Zilla Parishad (Demo),1,3,5,False,,,,True
MPLAD-WRK-001419,Kerala,Thiruvananthapuram,Thiruvananthapuram Parliamentary Constituency,MP-LOK-DEMO-034,Lok Sabha (Demo),Construction of Multi-Purpose Community Recreation and Welfare Hall at Attingal Sector-4,Community Infrastructure & Halls,AGY-SYNTH-0205,Thiruvananthapuram State Sports Infrastructure Authority (Demo) Unit-5,Completed,1483902.4,1419920.8,1419920.8,1405245.41,100.0,2023-05-24,2023-06-17,2023-07-26,2023-08-07,2024-03-10,2024-05-08,8.513489,77.004637,2023-11-13,Excellent,Independent Quality Assessor (Demo),2,3,5,False,,,,True
